DATE,Station_ID,Predicted_TMIN,Actual_TMIN,Lower_Bound_TMIN,Upper_Bound_TMIN,Cold_Event_Probability
2025-01-18,USC00439988,-11.504299,-11.1,-11.884299,-11.124298999999999,0.0
2025-01-19,USC00439988,-3.4672112,-3.3,-3.8472112,-3.0872112,0.0
2025-01-20,USC00439988,-16.516567,-16.1,-16.896566999999997,-16.136567,0.0
2025-01-21,USC00439988,-19.93634,-20.0,-20.31634,-19.556340000000002,0.0
2025-01-22,USC00439988,-20.657286,-21.1,-21.037285999999998,-20.277286,0.0
2025-01-23,USC00439988,-21.47406,-21.1,-21.85406,-21.094060000000002,0.0
2025-01-24,USC00439988,-14.571208,-13.3,-14.951208000000001,-14.191208,0.0
2025-01-25,USC00439988,-20.329592,-20.0,-20.709592,-19.949592000000003,0.0
2025-01-26,USC00439988,-19.69949,-19.4,-20.07949,-19.319490000000002,0.0
2025-01-27,USC00439988,-8.854483,-8.3,-9.234483,-8.474483,0.0
2025-01-28,USC00439988,-7.505896,-7.8,-7.885896,-7.125896,0.0
2025-01-29,USC00439988,-13.910864,-13.9,-14.290864000000001,-13.530864,0.0
2025-01-30,USC00439988,-18.332087,-18.3,-18.712087,-17.952087000000002,0.0
2025-01-31,USC00439988,-18.694912,-18.3,-19.074911999999998,-18.314912,0.0
2025-02-01,USC00439988,-12.542589,-11.7,-12.922589,-12.162588999999999,0.0
2025-02-02,USC00439988,-23.844542,-24.4,-24.224542,-23.464542,5.2243420000000285
2025-02-03,USC00439988,-24.774874,-25.0,-25.154874,-24.394874,14.527662000000028
2025-02-04,USC00439988,-9.072908,-7.8,-9.452908,-8.692908,0.0
2025-02-05,USC00439988,-17.453083,-16.7,-17.833083,-17.073083,0.0
2025-02-06,USC00439988,-19.720078,-19.4,-20.100078,-19.340078000000002,0.0
2025-02-07,USC00439988,-15.7944145,-15.0,-16.1744145,-15.4144145,0.0
2025-02-08,USC00439988,-10.602758,-9.4,-10.982758,-10.222757999999999,0.0
2025-02-09,USC00439988,-9.316892,-9.4,-9.696892,-8.936891999999999,0.0
2025-02-10,USC00439988,-8.883249,-8.9,-9.263249,-8.503248999999999,0.0
2025-02-11,USC00439988,-15.508868,-15.6,-15.888868,-15.128867999999999,0.0
2025-02-12,USC00439988,-15.828137,-15.6,-16.208137,-15.448137,0.0
2025-02-13,USC00439988,-13.220787,-12.8,-13.600787,-12.840786999999999,0.0
2025-02-14,USC00439988,-11.478372,-11.7,-11.858372000000001,-11.098372,0.0
2025-02-15,USC00439988,-13.916533,-13.9,-14.296533,-13.536532999999999,0.0
2025-02-16,USC00439988,-13.887898,-13.9,-14.267898,-13.507897999999999,0.0
2025-02-17,USC00439988,-14.135154,-13.9,-14.515154,-13.755154,0.0
2025-02-18,USC00439988,-15.686435,-15.6,-16.066435,-15.306434999999999,0.0
2025-02-19,USC00439988,-19.081161,-19.4,-19.461161,-18.701161000000003,0.0
2025-02-20,USC00439988,-19.017443,-18.9,-19.397443,-18.637443,0.0
2025-02-21,USC00439988,-17.899181,-17.8,-18.279180999999998,-17.519181,0.0
2025-02-22,USC00439988,-13.417017,-12.2,-13.797017,-13.037016999999999,0.0
2025-02-23,USC00439988,-12.786939,-11.7,-13.166939000000001,-12.406939,0.0
2025-02-24,USC00439988,-6.081662,-5.6,-6.461662,-5.701662,0.0
2025-02-25,USC00439988,-5.5676064,-5.0,-5.9476064,-5.1876064,0.0
2025-02-26,USC00439988,1.0944276,1.1,0.7144275999999999,1.4744275999999998,0.0
2025-02-27,USC00439988,-4.4868255,-4.4,-4.8668255,-4.1068255,0.0
2025-02-28,USC00439988,-3.0678103,-2.8,-3.4478103,-2.6878103,0.0
