Station_ID,MAE,RMSE,Val_Loss,Test_Sample_Count,Top_Features
USW00014755,32.19321726704692,46.182959877033745,0.7827694416046143,91,"SNOW, PRCP, Rolling_Mean_SNOW_7"
USC00278614,21.2310515160744,36.864641698517694,1.876772165298462,91,"SNOW, Rolling_Mean_SNOW_7"
USC00279278,16.124102099911198,31.162959438523664,1.2395724058151245,91,"SNOW, Rolling_Mean_SNOW_7, SNOW_Lag1"
USC00272302,15.939256717788648,32.24629830726879,1.8802523612976074,91,"SNOW, Rolling_Mean_SNOW_7"
USC00275703,13.479639082164555,26.59004911805996,1.2448756694793701,91,"SNOW, Rolling_Mean_SNOW_7"
