Station_ID,MAE,RMSE,Val_Loss,Test_Sample_Count,Top_Features
USW00014755,0.3685421049594879,0.4472868302161829,0.11078823357820511,91,"TMIN, TMAX, TMIN_Lag1, Rolling_Mean_TMIN_7, Rolling_Mean_TMIN_30"
USC00278614,0.30764466524124146,0.41466383184461103,0.09433375298976898,91,"TMIN, Rolling_Mean_TMIN_7, TMIN_Lag1, Rolling_Mean_TMIN_30, TMAX"
USC00279278,0.29361534118652344,0.39962136408178267,0.08894609659910202,91,"TMIN, TMIN_Lag1, Rolling_Mean_TMIN_7, TMAX, Rolling_Mean_TMIN_30"
USC00272302,0.2639140784740448,0.3661151811657783,0.08718319982290268,91,"TMIN, Rolling_Mean_TMIN_7, TMIN_Lag1, TMAX, Rolling_Mean_TMIN_30"
USC00275703,0.2900058627128601,0.38644520882104133,0.10786282271146774,91,"TMIN, Rolling_Mean_TMIN_7, TMAX, TMIN_Lag1, Rolling_Mean_TMIN_30"
