ID,YEAR,Month,ELEMENT,VALUE1,VALUE2,VALUE3,VALUE4,VALUE5,VALUE6,VALUE7,VALUE8,VALUE9,VALUE10,VALUE11,VALUE12,VALUE13,VALUE14,VALUE15,VALUE16,VALUE17,VALUE18,VALUE19,VALUE20,VALUE21,VALUE22,VALUE23,VALUE24,VALUE25,VALUE26,VALUE27,VALUE28,VALUE29,VALUE30,VALUE31
US1NHBK0001,2014,2,PRCP,0.0,5.0,0.0,0.0,33.0,109.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,330.0,13.0,25.0,0.0,0.0,160.0,56.0,145.0,48.0,0.0,0.0,0.0,0.0,0.0,3.0,,,
US1NHBK0001,2014,3,PRCP,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,8.0,33.0,0.0,269.0,13.0,0.0,5.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,64.0,249.0,178.0
US1NHBK0001,2014,4,PRCP,0.0,0.0,0.0,0.0,114.0,0.0,0.0,109.0,51.0,,,13.0,0.0,61.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,,0.0,5.0,
US1NHBK0001,2014,5,PRCP,208.0,46.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,262.0,23.0,0.0,25.0,0.0,0.0,66.0,104.0,71.0,13.0,0.0,104.0,0.0,0.0,23.0
US1NHBK0001,2014,6,PRCP,0.0,,,10.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,13.0,36.0,117.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,,,0.0,452.0,30.0,0.0,0.0,,
US1NHBK0001,2014,7,PRCP,,,191.0,160.0,236.0,0.0,0.0,61.0,5.0,89.0,0.0,0.0,0.0,,,401.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,,,,0.0
US1NHBK0001,2014,8,PRCP,8.0,0.0,0.0,0.0,0.0,48.0,0.0,8.0,0.0,0.0,,,,574.0,0.0,0.0,8.0,0.0,,,0.0,165.0,3.0,0.0,,,0.0,112.0,0.0,0.0,0.0
US1NHBK0001,2014,9,PRCP,358.0,0.0,76.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,5.0,0.0,53.0,0.0,28.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
US1NHBK0001,2014,10,PRCP,0.0,13.0,0.0,8.0,112.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,470.0,36.0,33.0,0.0,18.0,13.0,117.0,239.0,10.0,13.0,0.0,0.0,0.0,30.0,0.0
US1NHBK0001,2014,11,PRCP,0.0,56.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,25.0,170.0,0.0,0.0,0.0,0.0,0.0,76.0,41.0,0.0,340.0,25.0,0.0,0.0,
US1NHBK0001,2014,12,PRCP,0.0,0.0,97.0,0.0,0.0,119.0,130.0,0.0,0.0,180.0,147.0,41.0,5.0,0.0,0.0,0.0,102.0,81.0,0.0,0.0,0.0,5.0,61.0,91.0,175.0,15.0,0.0,0.0,46.0,0.0,0.0
US1NHBK0001,2015,1,PRCP,0.0,0.0,0.0,236.0,8.0,0.0,5.0,0.0,20.0,8.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0,0.0,0.0,51.0,5.0,61.0,130.0,0.0,28.0,33.0
US1NHBK0001,2015,2,PRCP,0.0,33.0,130.0,0.0,38.0,3.0,0.0,41.0,97.0,102.0,0.0,0.0,18.0,0.0,135.0,5.0,0.0,0.0,46.0,5.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
US1NHBK0001,2015,3,PRCP,0.0,25.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,97.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,15.0,0.0,0.0
US1NHBK0001,2015,4,PRCP,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,117.0,76.0,66.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,13.0,0.0,389.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
US1NHBK0001,2015,5,PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,41.0,8.0,0.0,20.0
US1NHBK0001,2015,6,PRCP,399.0,178.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,56.0,0.0,0.0,33.0,0.0,71.0,84.0,89.0,0.0,132.0,0.0,97.0,36.0,0.0,180.0,0.0,124.0,0.0,211.0,102.0,53.0,
US1NHBK0001,2015,7,PRCP,30.0,424.0,0.0,0.0,13.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,79.0,0.0,,,,5.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,173.0
US1NHBK0001,2015,8,PRCP,0.0,0.0,0.0,,,0.0,0.0,,,,,417.0,5.0,0.0,0.0,43.0,0.0,0.0,64.0,0.0,0.0,28.0,0.0,0.0,3.0,478.0,0.0,0.0,0.0,,
US1NHBK0001,2015,9,PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,10.0,213.0,0.0,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,0.0,0.0,0.0,0.0,15.0,,775.0,
US1NHBK0001,2015,10,PRCP,1011.0,0.0,,,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,,,3.0,0.0,10.0,,,46.0,,0.0,18.0,0.0,43.0,5.0,0.0,0.0,607.0,28.0,0.0
US1NHBK0001,2015,11,PRCP,10.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,163.0,188.0,,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
US1NHBK0001,2015,12,PRCP,,,89.0,0.0,0.0,0.0,0.0,,,13.0,0.0,3.0,0.0,0.0,99.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,178.0,254.0,0.0,0.0,112.0,20.0,185.0,84.0,53.0
US1NHBK0001,2016,1,PRCP,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,290.0,0.0,41.0,0.0,0.0,10.0,,33.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US1NHBK0001,2016,2,PRCP,0.0,0.0,0.0,267.0,28.0,76.0,0.0,0.0,74.0,3.0,0.0,10.0,0.0,0.0,0.0,137.0,97.0,0.0,0.0,30.0,,,0.0,30.0,521.0,10.0,0.0,0.0,0.0,,
US1NHBK0001,2016,3,PRCP,0.0,226.0,56.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,168.0,0.0,,,41.0,20.0,71.0,5.0,0.0,0.0,15.0,15.0,0.0,0.0,10.0,64.0,0.0,0.0,173.0,0.0,0.0
US1NHBK0001,2016,4,PRCP,0.0,135.0,25.0,0.0,46.0,0.0,8.0,102.0,0.0,0.0,0.0,66.0,51.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,23.0,104.0,0.0,0.0,0.0,
US1NHBK0001,2016,5,PRCP,0.0,76.0,152.0,0.0,66.0,0.0,20.0,15.0,15.0,0.0,0.0,0.0,0.0,109.0,23.0,10.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,66.0,0.0,10.0,0.0,5.0,,0.0
US1NHBK0001,2016,6,PRCP,0.0,0.0,0.0,0.0,0.0,417.0,0.0,160.0,5.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,69.0,0.0,0.0,0.0,0.0,,,0.0,
US1NHBK0001,2016,7,PRCP,0.0,366.0,0.0,,,0.0,0.0,36.0,61.0,165.0,38.0,0.0,0.0,0.0,69.0,0.0,,,,0.0,0.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,53.0,33.0
US1NHBK0001,2016,8,PRCP,8.0,86.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,0.0,0.0,99.0,0.0,,,,,0.0,0.0,229.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0
US1NHBK0001,2016,9,PRCP,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,13.0,0.0,0.0,18.0,178.0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,89.0,5.0,0.0,0.0,
US1NHBK0001,2016,10,PRCP,15.0,41.0,5.0,0.0,0.0,0.0,0.0,0.0,28.0,97.0,0.0,0.0,0.0,18.0,0.0,0.0,3.0,0.0,3.0,0.0,38.0,218.0,89.0,0.0,0.0,0.0,0.0,325.0,246.0,48.0,5.0
US1NHBK0001,2016,11,PRCP,0.0,0.0,3.0,165.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,10.0,0.0,0.0,25.0,79.0,0.0,0.0,0.0,,,76.0,0.0,0.0,193.0,
US1NHBK0001,2016,12,PRCP,257.0,3.0,3.0,0.0,0.0,64.0,15.0,0.0,0.0,0.0,0.0,112.0,51.0,0.0,0.0,8.0,20.0,206.0,10.0,0.0,0.0,10.0,38.0,0.0,0.0,0.0,51.0,0.0,0.0,213.0,0.0
US1NHBK0001,2017,1,PRCP,10.0,0.0,0.0,193.0,0.0,8.0,0.0,5.0,0.0,0.0,43.0,5.0,33.0,0.0,0.0,0.0,0.0,81.0,10.0,0.0,0.0,0.0,0.0,107.0,15.0,0.0,0.0,0.0,0.0,,
US1NHBK0001,2017,2,PRCP,30.0,8.0,0.0,0.0,0.0,0.0,3.0,193.0,0.0,193.0,13.0,5.0,335.0,5.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,81.0,0.0,0.0,,,
US1NHBK0001,2017,3,PRCP,8.0,0.0,0.0,5.0,0.0,0.0,0.0,18.0,0.0,5.0,15.0,0.0,0.0,0.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,13.0,3.0,168.0,33.0,0.0,0.0
US1NHBK0001,2017,4,PRCP,257.0,56.0,0.0,43.0,157.0,0.0,201.0,15.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,23.0,0.0,0.0,0.0,41.0,84.0,114.0,0.0,0.0,0.0,229.0,36.0,0.0,0.0,0.0,
US1NHBK0001,2017,5,PRCP,10.0,185.0,10.0,5.0,0.0,224.0,36.0,107.0,0.0,0.0,0.0,0.0,0.0,490.0,130.0,41.0,0.0,0.0,13.0,0.0,0.0,43.0,89.0,0.0,0.0,404.0,8.0,0.0,0.0,33.0,97.0
US1NHBK0001,2017,6,PRCP,284.0,0.0,20.0,0.0,71.0,119.0,348.0,0.0,0.0,0.0,0.0,,,0.0,0.0,43.0,104.0,0.0,0.0,368.0,0.0,0.0,0.0,13.0,,,13.0,66.0,0.0,38.0,
US1NHBK0001,2017,7,PRCP,213.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,,,0.0,23.0,112.0,0.0,5.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,5.0,0.0,5.0,0.0,0.0,0.0
US1NHBK0001,2017,8,PRCP,,,41.0,0.0,221.0,99.0,,,,0.0,0.0,38.0,5.0,,,0.0,0.0,0.0,587.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0
US1NHBK0001,2017,9,PRCP,0.0,0.0,0.0,305.0,0.0,61.0,267.0,8.0,0.0,,,0.0,0.0,0.0,46.0,13.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,13.0,
US1NHBK0001,2017,10,PRCP,18.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,119.0,109.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,919.0,218.0,264.0,0.0,0.0,,
