ID,YEAR,Month,ELEMENT,VALUE1,VALUE2,VALUE3,VALUE4,VALUE5,VALUE6,VALUE7,VALUE8,VALUE9,VALUE10,VALUE11,VALUE12,VALUE13,VALUE14,VALUE15,VALUE16,VALUE17,VALUE18,VALUE19,VALUE20,VALUE21,VALUE22,VALUE23,VALUE24,VALUE25,VALUE26,VALUE27,VALUE28,VALUE29,VALUE30,VALUE31
USW00054728,2025,3,TMIN,-132.0,-238.0,-288.0,-155.0,-43.0,-21.0,-88.0,-71.0,-105.0,-60.0,-55.0,-66.0,-82.0,-82.0,-49.0,-5.0,-10.0,-60.0,-55.0,-28.0,-61.0,-83.0,-94.0,,,,,,,,
USW00054770,2025,2,TMIN,-155.0,-232.0,-71.0,-93.0,-177.0,-188.0,-110.0,-121.0,-110.0,-149.0,-188.0,-166.0,-43.0,-99.0,-149.0,-71.0,-105.0,-116.0,-155.0,-193.0,-93.0,-121.0,-49.0,,,-32.0,-38.0,-21.0,,,
USW00054770,2025,3,TMIN,-88.0,-132.0,-155.0,-110.0,-21.0,-16.0,-55.0,-49.0,-49.0,-38.0,-43.0,-21.0,-27.0,-49.0,-16.0,56.0,0.0,-21.0,-32.0,28.0,,,,,,,,,,,
USW00054791,2025,2,TMIN,-155.0,-205.0,-77.0,-93.0,-155.0,-188.0,-60.0,-105.0,-60.0,-116.0,-182.0,-116.0,-38.0,-77.0,-99.0,-66.0,-77.0,-110.0,-138.0,-166.0,-77.0,-99.0,-55.0,-27.0,11.0,0.0,-10.0,-16.0,,,
USW00054791,2025,3,TMIN,-71.0,-116.0,-160.0,-71.0,11.0,17.0,-49.0,-21.0,-43.0,-21.0,-5.0,-16.0,-32.0,-43.0,-16.0,61.0,33.0,-5.0,-21.0,28.0,17.0,-11.0,-50.0,,,,,,,,
USW00054794,2025,2,TMIN,-156.0,-209.0,-73.0,-86.0,-158.0,-180.0,-57.0,-109.0,-69.0,-126.0,-195.0,-117.0,-17.0,-75.0,-105.0,-63.0,-73.0,-106.0,-129.0,-170.0,-71.0,-98.0,-83.0,-33.0,13.0,-4.0,-12.0,-14.0,,,
USW00054794,2025,3,TMIN,-58.0,-110.0,-154.0,-80.0,3.0,23.0,-42.0,-26.0,-38.0,-44.0,-8.0,-19.0,-28.0,-38.0,-22.0,49.0,35.0,-13.0,-24.0,33.0,22.0,-19.0,-43.0,,,,,,,,
USW00054795,2025,2,TMIN,-159.0,-218.0,-70.0,-83.0,-164.0,-187.0,-68.0,-126.0,-85.0,-123.0,-201.0,-125.0,-14.0,-84.0,-129.0,-61.0,-72.0,-97.0,-132.0,-182.0,-71.0,-96.0,-82.0,-29.0,4.0,-8.0,-15.0,-16.0,,,
USW00054795,2025,3,TMIN,-54.0,-109.0,-162.0,-83.0,-2.0,22.0,-39.0,-21.0,-40.0,-38.0,-13.0,-19.0,-33.0,-43.0,-27.0,49.0,36.0,-15.0,-33.0,34.0,11.0,-21.0,-42.0,,,,,,,,
USW00094700,2025,2,TMIN,-277.0,-321.0,-88.0,-116.0,-266.0,-277.0,-77.0,-143.0,-132.0,-177.0,-210.0,-221.0,-77.0,-121.0,-210.0,-82.0,-127.0,-155.0,-216.0,-266.0,-105.0,-127.0,-93.0,-82.0,-49.0,-77.0,-105.0,-82.0,,,
USW00094700,2025,3,TMIN,-121.0,-205.0,-255.0,-166.0,-32.0,-5.0,-88.0,-77.0,-77.0,-77.0,-66.0,-77.0,-93.0,-88.0,-49.0,-5.0,-5.0,-60.0,-55.0,-21.0,-44.0,-78.0,-106.0,,,,,,,,
USW00094765,2025,2,TMIN,-199.0,-277.0,-71.0,-99.0,-205.0,-210.0,-77.0,-110.0,-93.0,-199.0,-232.0,-210.0,-38.0,-155.0,-188.0,-60.0,-82.0,-127.0,-205.0,-210.0,-105.0,-177.0,-43.0,-32.0,-27.0,-43.0,-49.0,-32.0,,,
USW00094765,2025,3,TMIN,-88.0,-149.0,-210.0,-93.0,-10.0,0.0,-49.0,-21.0,-77.0,-32.0,-43.0,-27.0,-60.0,-55.0,-27.0,44.0,11.0,-21.0,-38.0,17.0,-28.0,-50.0,-61.0,,,,,,,,
