DATE,ID,WT18
1943-12-14,USC00275211,1.0
1943-12-26,USC00275211,1.0
1944-01-06,USC00275211,1.0
1944-01-23,USC00275211,1.0
1944-01-25,USC00275211,1.0
1944-01-29,USC00275211,1.0
1944-01-31,USC00275211,1.0
1944-02-01,USC00275211,1.0
1944-02-11,USC00275211,1.0
1944-02-12,USC00275211,1.0
1944-02-14,USC00275211,1.0
1944-02-17,USC00275211,1.0
1944-02-18,USC00275211,1.0
1944-02-22,USC00275211,1.0
1944-03-07,USC00275211,1.0
1944-03-08,USC00275211,1.0
1944-03-15,USC00275211,1.0
1944-03-16,USC00275211,1.0
1944-03-17,USC00275211,1.0
1944-03-18,USC00275211,1.0
1944-03-20,USC00275211,1.0
1944-03-21,USC00275211,1.0
1944-03-23,USC00275211,1.0
1944-03-29,USC00275211,1.0
1944-03-30,USC00275211,1.0
1944-11-06,USC00275211,1.0
1944-11-16,USC00275211,1.0
1944-11-21,USC00275211,1.0
1944-11-22,USC00275211,1.0
1944-11-24,USC00275211,1.0
1944-11-29,USC00275211,1.0
1944-12-12,USC00275211,1.0
1944-12-19,USC00275211,1.0
1944-12-25,USC00275211,1.0
1944-12-27,USC00275211,1.0
1944-12-31,USC00275211,1.0
1945-01-01,USC00275211,1.0
1945-01-04,USC00275211,1.0
1945-01-07,USC00275211,1.0
1945-01-12,USC00275211,1.0
1945-01-14,USC00275211,1.0
1945-01-16,USC00275211,1.0
1945-01-22,USC00275211,1.0
1945-01-29,USC00275211,1.0
1945-02-04,USC00275211,1.0
1945-02-08,USC00275211,1.0
1945-02-10,USC00275211,1.0
1945-02-14,USC00275211,1.0
1945-02-15,USC00275211,1.0
1945-02-22,USC00275211,1.0
1945-02-23,USC00275211,1.0
1945-02-26,USC00275211,1.0
1945-02-28,USC00275211,1.0
1945-03-12,USC00275211,1.0
1945-03-22,USC00275211,1.0
1945-05-11,USC00275211,1.0
1945-11-17,USC00275211,1.0
1945-11-18,USC00275211,1.0
1945-11-28,USC00275211,1.0
1945-11-29,USC00275211,1.0
1945-11-30,USC00275211,1.0
1945-12-06,USC00275211,1.0
1945-12-14,USC00275211,1.0
1945-12-19,USC00275211,1.0
1945-12-25,USC00275211,1.0
1945-12-29,USC00275211,1.0
1946-01-09,USC00275211,1.0
1946-01-12,USC00275211,1.0
1946-01-14,USC00275211,1.0
1946-01-18,USC00275211,1.0
1946-01-20,USC00275211,1.0
1946-01-21,USC00275211,1.0
1946-01-24,USC00275211,1.0
1946-01-30,USC00275211,1.0
1946-02-19,USC00275211,1.0
1946-02-22,USC00275211,1.0
1946-02-24,USC00275211,1.0
1946-02-26,USC00275211,1.0
1946-03-11,USC00275211,1.0
1946-04-01,USC00275211,1.0
1946-04-06,USC00275211,1.0
1946-04-08,USC00275211,1.0
1946-12-17,USC00275211,1.0
1946-12-20,USC00275211,1.0
1946-12-23,USC00275211,1.0
1946-12-27,USC00275211,1.0
1947-02-07,USC00275211,1.0
1947-02-20,USC00275211,1.0
1947-02-21,USC00275211,1.0
1947-02-22,USC00275211,1.0
1947-03-01,USC00275211,1.0
1947-03-04,USC00275211,1.0
1947-03-09,USC00275211,1.0
1947-03-10,USC00275211,1.0
1947-03-17,USC00275211,1.0
1947-03-25,USC00275211,1.0
1947-03-29,USC00275211,1.0
1947-04-09,USC00275211,1.0
1947-04-20,USC00275211,1.0
1947-12-05,USC00275211,1.0
1947-12-07,USC00275211,1.0
1947-12-10,USC00275211,1.0
1947-12-18,USC00275211,1.0
1947-12-23,USC00275211,1.0
1947-12-26,USC00275211,1.0
1929-01-10,USC00275868,1.0
1929-02-07,USC00275868,1.0
1929-04-22,USC00275868,1.0
1929-11-21,USC00275868,1.0
1929-11-28,USC00275868,1.0
1930-01-12,USC00275868,1.0
1930-01-18,USC00275868,1.0
1930-01-21,USC00275868,1.0
1930-02-03,USC00275868,1.0
1930-10-25,USC00275868,1.0
1930-11-06,USC00275868,1.0
1930-12-23,USC00275868,1.0
1930-12-27,USC00275868,1.0
1931-01-19,USC00275868,1.0
1931-01-31,USC00275868,1.0
1931-02-08,USC00275868,1.0
1931-02-10,USC00275868,1.0
1931-02-17,USC00275868,1.0
1931-02-18,USC00275868,1.0
1931-03-08,USC00275868,1.0
1931-03-09,USC00275868,1.0
1931-03-16,USC00275868,1.0
1932-01-02,USC00275868,1.0
1932-01-17,USC00275868,1.0
1932-02-02,USC00275868,1.0
1932-02-08,USC00275868,1.0
1932-02-10,USC00275868,1.0
1932-02-28,USC00275868,1.0
1932-03-01,USC00275868,1.0
1932-03-08,USC00275868,1.0
1932-03-22,USC00275868,1.0
1932-03-28,USC00275868,1.0
1932-04-13,USC00275868,1.0
1932-04-14,USC00275868,1.0
1932-04-17,USC00275868,1.0
1932-12-11,USC00275868,1.0
1932-12-12,USC00275868,1.0
1933-01-19,USC00275868,1.0
1933-01-27,USC00275868,1.0
1933-01-28,USC00275868,1.0
1933-02-11,USC00275868,1.0
1933-02-26,USC00275868,1.0
1933-03-02,USC00275868,1.0
1933-03-14,USC00275868,1.0
1933-03-20,USC00275868,1.0
1933-04-12,USC00275868,1.0
1933-04-13,USC00275868,1.0
1933-12-04,USC00275868,1.0
1933-12-08,USC00275868,1.0
1933-12-21,USC00275868,1.0
1934-02-13,USC00275868,1.0
1934-02-20,USC00275868,1.0
1934-02-23,USC00275868,1.0
1934-02-26,USC00275868,1.0
1934-03-11,USC00275868,1.0
1934-03-28,USC00275868,1.0
1934-10-13,USC00275868,1.0
1934-12-06,USC00275868,1.0
1934-12-22,USC00275868,1.0
1934-12-29,USC00275868,1.0
1935-01-01,USC00275868,1.0
1935-01-14,USC00275868,1.0
1935-01-20,USC00275868,1.0
1935-02-17,USC00275868,1.0
1935-02-19,USC00275868,1.0
1935-02-23,USC00275868,1.0
1935-03-13,USC00275868,1.0
1935-03-21,USC00275868,1.0
1935-04-10,USC00275868,1.0
1935-04-16,USC00275868,1.0
1935-04-17,USC00275868,1.0
1935-11-16,USC00275868,1.0
1935-11-23,USC00275868,1.0
1935-12-09,USC00275868,1.0
1935-12-16,USC00275868,1.0
1936-01-10,USC00275868,1.0
1936-01-18,USC00275868,1.0
1936-01-27,USC00275868,1.0
1936-02-04,USC00275868,1.0
1936-02-09,USC00275868,1.0
1936-02-14,USC00275868,1.0
1936-02-15,USC00275868,1.0
1936-03-06,USC00275868,1.0
1936-03-09,USC00275868,1.0
1936-11-07,USC00275868,1.0
1936-11-22,USC00275868,1.0
1936-11-24,USC00275868,1.0
1936-11-26,USC00275868,1.0
1937-03-04,USC00275868,1.0
1937-03-09,USC00275868,1.0
1937-03-13,USC00275868,1.0
1937-03-15,USC00275868,1.0
1937-03-26,USC00275868,1.0
1937-04-22,USC00275868,1.0
1937-11-20,USC00275868,1.0
1937-11-21,USC00275868,1.0
1937-12-16,USC00275868,1.0
1937-12-28,USC00275868,1.0
1938-01-01,USC00275868,1.0
1938-01-03,USC00275868,1.0
1938-01-13,USC00275868,1.0
1938-01-17,USC00275868,1.0
1938-03-05,USC00275868,1.0
1938-03-12,USC00275868,1.0
1938-04-04,USC00275868,1.0
1938-11-17,USC00275868,1.0
1938-11-24,USC00275868,1.0
1938-11-25,USC00275868,1.0
1938-12-27,USC00275868,1.0
1939-01-30,USC00275868,1.0
1939-01-31,USC00275868,1.0
1939-02-02,USC00275868,1.0
1939-02-07,USC00275868,1.0
1939-02-10,USC00275868,1.0
1939-02-15,USC00275868,1.0
1939-02-22,USC00275868,1.0
1939-02-24,USC00275868,1.0
1939-02-26,USC00275868,1.0
1939-03-09,USC00275868,1.0
1939-03-13,USC00275868,1.0
1939-03-20,USC00275868,1.0
1939-03-28,USC00275868,1.0
1939-04-02,USC00275868,1.0
1939-04-09,USC00275868,1.0
1939-12-11,USC00275868,1.0
1940-01-12,USC00275868,1.0
1940-02-10,USC00275868,1.0
1940-02-14,USC00275868,1.0
1940-02-20,USC00275868,1.0
1940-03-04,USC00275868,1.0
1940-03-05,USC00275868,1.0
1940-03-15,USC00275868,1.0
1940-04-13,USC00275868,1.0
1940-04-21,USC00275868,1.0
1940-04-22,USC00275868,1.0
1941-01-04,USC00275868,1.0
1941-03-17,USC00275868,1.0
1942-01-04,USC00275868,1.0
1942-02-05,USC00275868,1.0
1942-02-08,USC00275868,1.0
1942-02-19,USC00275868,1.0
1942-03-03,USC00275868,1.0
1942-03-22,USC00275868,1.0
1942-03-30,USC00275868,1.0
1942-04-11,USC00275868,1.0
1943-01-04,USC00275868,1.0
1943-03-03,USC00275868,1.0
1943-03-06,USC00275868,1.0
1943-11-16,USC00275868,1.0
1943-11-22,USC00275868,1.0
1943-11-23,USC00275868,1.0
1944-01-06,USC00275868,1.0
1944-01-29,USC00275868,1.0
1944-02-11,USC00275868,1.0
1944-02-12,USC00275868,1.0
1944-03-20,USC00275868,1.0
1944-03-28,USC00275868,1.0
1944-03-30,USC00275868,1.0
1944-04-15,USC00275868,1.0
1944-11-06,USC00275868,1.0
1944-11-22,USC00275868,1.0
1944-12-12,USC00275868,1.0
1944-12-19,USC00275868,1.0
1944-12-31,USC00275868,1.0
1945-01-07,USC00275868,1.0
1945-01-14,USC00275868,1.0
1945-01-16,USC00275868,1.0
1945-01-29,USC00275868,1.0
1945-02-08,USC00275868,1.0
1945-02-14,USC00275868,1.0
1945-02-23,USC00275868,1.0
1945-03-10,USC00275868,1.0
1945-11-20,USC00275868,1.0
1945-11-29,USC00275868,1.0
1945-11-30,USC00275868,1.0
1945-12-14,USC00275868,1.0
1945-12-29,USC00275868,1.0
1946-01-15,USC00275868,1.0
1946-01-21,USC00275868,1.0
1946-02-01,USC00275868,1.0
1946-02-20,USC00275868,1.0
1946-02-24,USC00275868,1.0
1946-12-21,USC00275868,1.0
1946-12-28,USC00275868,1.0
1947-01-02,USC00275868,1.0
1947-01-11,USC00275868,1.0
1947-02-05,USC00275868,1.0
1947-02-08,USC00275868,1.0
1947-02-21,USC00275868,1.0
1947-03-02,USC00275868,1.0
1947-03-03,USC00275868,1.0
1947-03-11,USC00275868,1.0
1947-04-05,USC00275868,1.0
1947-04-20,USC00275868,1.0
1947-11-28,USC00275868,1.0
1947-12-23,USC00275868,1.0
1947-12-27,USC00275868,1.0
1947-12-28,USC00275868,1.0
1948-01-02,USC00275868,1.0
1948-01-07,USC00275868,1.0
1948-01-09,USC00275868,1.0
1948-01-17,USC00275868,1.0
1948-01-21,USC00275868,1.0
1948-02-22,USC00275868,1.0
1948-02-28,USC00275868,1.0
1948-02-29,USC00275868,1.0
1948-03-04,USC00275868,1.0
1948-04-14,USC00275868,1.0
1930-01-18,USC00276818,1.0
1948-01-02,USW00014745,1.0
1948-01-03,USW00014745,1.0
1948-01-04,USW00014745,1.0
1948-01-05,USW00014745,1.0
1948-01-06,USW00014745,1.0
1948-01-07,USW00014745,1.0
1948-01-09,USW00014745,1.0
1948-01-10,USW00014745,1.0
1948-01-12,USW00014745,1.0
1948-01-13,USW00014745,1.0
1948-01-15,USW00014745,1.0
1948-01-16,USW00014745,1.0
1948-01-17,USW00014745,1.0
1948-01-18,USW00014745,1.0
1948-01-21,USW00014745,1.0
1948-01-24,USW00014745,1.0
1948-01-25,USW00014745,1.0
1948-01-29,USW00014745,1.0
1948-02-03,USW00014745,1.0
1948-02-04,USW00014745,1.0
1948-02-05,USW00014745,1.0
1948-02-07,USW00014745,1.0
1948-02-08,USW00014745,1.0
1948-02-11,USW00014745,1.0
1948-02-12,USW00014745,1.0
1948-02-13,USW00014745,1.0
1948-02-14,USW00014745,1.0
1948-02-22,USW00014745,1.0
1948-02-26,USW00014745,1.0
1948-02-27,USW00014745,1.0
1948-02-28,USW00014745,1.0
1948-02-29,USW00014745,1.0
1948-03-02,USW00014745,1.0
1948-03-03,USW00014745,1.0
1948-03-04,USW00014745,1.0
1948-03-07,USW00014745,1.0
1948-03-08,USW00014745,1.0
1948-03-11,USW00014745,1.0
1948-03-19,USW00014745,1.0
1948-03-28,USW00014745,1.0
1948-04-03,USW00014745,1.0
1948-04-09,USW00014745,1.0
1948-04-11,USW00014745,1.0
1948-04-14,USW00014745,1.0
1948-11-03,USW00014745,1.0
1948-11-15,USW00014745,1.0
1948-11-29,USW00014745,1.0
1948-12-16,USW00014745,1.0
1948-12-19,USW00014745,1.0
1948-12-20,USW00014745,1.0
1948-12-21,USW00014745,1.0
1948-12-22,USW00014745,1.0
1948-12-23,USW00014745,1.0
1948-12-29,USW00014745,1.0
1949-01-01,USW00014745,1.0
1949-01-02,USW00014745,1.0
1949-01-07,USW00014745,1.0
1949-01-12,USW00014745,1.0
1949-01-13,USW00014745,1.0
1949-01-14,USW00014745,1.0
1949-01-21,USW00014745,1.0
1949-01-22,USW00014745,1.0
1949-01-24,USW00014745,1.0
1949-01-26,USW00014745,1.0
1949-01-27,USW00014745,1.0
1949-01-28,USW00014745,1.0
1949-01-31,USW00014745,1.0
1949-02-02,USW00014745,1.0
1949-02-04,USW00014745,1.0
1949-02-05,USW00014745,1.0
1949-02-06,USW00014745,1.0
1949-02-07,USW00014745,1.0
1949-02-10,USW00014745,1.0
1949-02-11,USW00014745,1.0
1949-02-16,USW00014745,1.0
1949-02-17,USW00014745,1.0
1949-02-22,USW00014745,1.0
1949-02-23,USW00014745,1.0
1949-02-25,USW00014745,1.0
1949-02-26,USW00014745,1.0
1949-02-28,USW00014745,1.0
1949-03-01,USW00014745,1.0
1949-03-05,USW00014745,1.0
1949-03-11,USW00014745,1.0
1949-03-12,USW00014745,1.0
1949-03-13,USW00014745,1.0
1949-03-17,USW00014745,1.0
1949-03-18,USW00014745,1.0
1949-03-21,USW00014745,1.0
1949-04-06,USW00014745,1.0
1949-04-09,USW00014745,1.0
1949-04-17,USW00014745,1.0
1949-04-19,USW00014745,1.0
1949-11-05,USW00014745,1.0
1949-11-07,USW00014745,1.0
1949-11-13,USW00014745,1.0
1949-11-19,USW00014745,1.0
1949-11-20,USW00014745,1.0
1949-11-22,USW00014745,1.0
1949-11-23,USW00014745,1.0
1949-11-27,USW00014745,1.0
1949-11-28,USW00014745,1.0
1949-12-02,USW00014745,1.0
1949-12-03,USW00014745,1.0
1949-12-04,USW00014745,1.0
1949-12-05,USW00014745,1.0
1949-12-06,USW00014745,1.0
1949-12-07,USW00014745,1.0
1949-12-09,USW00014745,1.0
1949-12-11,USW00014745,1.0
1949-12-29,USW00014745,1.0
1950-01-07,USW00014745,1.0
1950-01-08,USW00014745,1.0
1950-01-10,USW00014745,1.0
1950-01-13,USW00014745,1.0
1950-01-15,USW00014745,1.0
1950-01-18,USW00014745,1.0
1950-01-21,USW00014745,1.0
1950-01-22,USW00014745,1.0
1950-01-24,USW00014745,1.0
1950-01-29,USW00014745,1.0
1950-01-31,USW00014745,1.0
1950-02-02,USW00014745,1.0
1950-02-03,USW00014745,1.0
1950-02-04,USW00014745,1.0
1950-02-06,USW00014745,1.0
1950-02-09,USW00014745,1.0
1950-02-11,USW00014745,1.0
1950-02-14,USW00014745,1.0
1950-02-15,USW00014745,1.0
1950-02-16,USW00014745,1.0
1950-02-17,USW00014745,1.0
1950-02-19,USW00014745,1.0
1950-02-22,USW00014745,1.0
1950-02-23,USW00014745,1.0
1950-02-24,USW00014745,1.0
1950-02-25,USW00014745,1.0
1950-02-28,USW00014745,1.0
1950-03-01,USW00014745,1.0
1950-03-02,USW00014745,1.0
1950-03-03,USW00014745,1.0
1950-03-06,USW00014745,1.0
1950-03-08,USW00014745,1.0
1950-03-09,USW00014745,1.0
1950-03-11,USW00014745,1.0
1950-03-12,USW00014745,1.0
1950-03-13,USW00014745,1.0
1950-03-14,USW00014745,1.0
1950-03-15,USW00014745,1.0
1950-03-17,USW00014745,1.0
1950-03-18,USW00014745,1.0
1950-03-24,USW00014745,1.0
1950-03-27,USW00014745,1.0
1950-03-30,USW00014745,1.0
1950-04-02,USW00014745,1.0
1950-04-09,USW00014745,1.0
1950-04-13,USW00014745,1.0
1950-04-15,USW00014745,1.0
1950-04-23,USW00014745,1.0
1950-11-11,USW00014745,1.0
1950-11-21,USW00014745,1.0
1950-11-30,USW00014745,1.0
1950-12-01,USW00014745,1.0
1950-12-05,USW00014745,1.0
1950-12-15,USW00014745,1.0
1950-12-16,USW00014745,1.0
1950-12-17,USW00014745,1.0
1950-12-18,USW00014745,1.0
1950-12-22,USW00014745,1.0
1950-12-23,USW00014745,1.0
1950-12-24,USW00014745,1.0
1950-12-26,USW00014745,1.0
1950-12-29,USW00014745,1.0
1950-12-31,USW00014745,1.0
1951-01-06,USW00014745,1.0
1951-01-07,USW00014745,1.0
1951-01-08,USW00014745,1.0
1951-01-11,USW00014745,1.0
1951-01-12,USW00014745,1.0
1951-01-14,USW00014745,1.0
1951-01-15,USW00014745,1.0
1951-01-16,USW00014745,1.0
1951-01-28,USW00014745,1.0
1951-01-29,USW00014745,1.0
1951-01-31,USW00014745,1.0
1951-02-01,USW00014745,1.0
1951-02-03,USW00014745,1.0
1951-02-04,USW00014745,1.0
1951-02-07,USW00014745,1.0
1951-02-08,USW00014745,1.0
1951-02-10,USW00014745,1.0
1951-02-11,USW00014745,1.0
1951-02-14,USW00014745,1.0
1951-02-18,USW00014745,1.0
1951-02-19,USW00014745,1.0
1951-02-21,USW00014745,1.0
1951-02-24,USW00014745,1.0
1951-02-28,USW00014745,1.0
1951-03-01,USW00014745,1.0
1951-03-02,USW00014745,1.0
1951-03-04,USW00014745,1.0
1951-03-09,USW00014745,1.0
1951-03-11,USW00014745,1.0
1951-03-14,USW00014745,1.0
1951-03-15,USW00014745,1.0
1951-03-17,USW00014745,1.0
1951-03-19,USW00014745,1.0
1951-03-22,USW00014745,1.0
1951-03-23,USW00014745,1.0
1951-03-24,USW00014745,1.0
1951-04-17,USW00014745,1.0
1951-11-01,USW00014745,1.0
1951-11-03,USW00014745,1.0
1951-11-08,USW00014745,1.0
1951-11-09,USW00014745,1.0
1951-11-18,USW00014745,1.0
1951-11-20,USW00014745,1.0
1951-11-26,USW00014745,1.0
1951-12-10,USW00014745,1.0
1951-12-11,USW00014745,1.0
1951-12-12,USW00014745,1.0
1951-12-13,USW00014745,1.0
1951-12-14,USW00014745,1.0
1951-12-15,USW00014745,1.0
1951-12-18,USW00014745,1.0
1951-12-20,USW00014745,1.0
1951-12-21,USW00014745,1.0
1951-12-24,USW00014745,1.0
1951-12-25,USW00014745,1.0
1951-12-26,USW00014745,1.0
1951-12-28,USW00014745,1.0
1951-12-29,USW00014745,1.0
1951-12-30,USW00014745,1.0
1952-01-03,USW00014745,1.0
1952-01-04,USW00014745,1.0
1952-01-05,USW00014745,1.0
1952-01-06,USW00014745,1.0
1952-01-10,USW00014745,1.0
1952-01-14,USW00014745,1.0
1952-01-19,USW00014745,1.0
1952-01-20,USW00014745,1.0
1952-01-22,USW00014745,1.0
1952-01-24,USW00014745,1.0
1952-01-26,USW00014745,1.0
1952-01-28,USW00014745,1.0
1952-01-29,USW00014745,1.0
1952-02-06,USW00014745,1.0
1952-02-07,USW00014745,1.0
1952-02-08,USW00014745,1.0
1952-02-09,USW00014745,1.0
1952-02-10,USW00014745,1.0
1952-02-11,USW00014745,1.0
1952-02-17,USW00014745,1.0
1952-02-18,USW00014745,1.0
1952-02-20,USW00014745,1.0
1952-02-21,USW00014745,1.0
1952-02-22,USW00014745,1.0
1952-02-23,USW00014745,1.0
1952-02-25,USW00014745,1.0
1952-02-27,USW00014745,1.0
1952-03-01,USW00014745,1.0
1952-03-05,USW00014745,1.0
1952-03-06,USW00014745,1.0
1952-03-07,USW00014745,1.0
1952-03-08,USW00014745,1.0
1952-03-09,USW00014745,1.0
1952-03-10,USW00014745,1.0
1952-03-16,USW00014745,1.0
1952-03-19,USW00014745,1.0
1952-03-20,USW00014745,1.0
1952-03-24,USW00014745,1.0
1952-03-29,USW00014745,1.0
1952-10-28,USW00014745,1.0
1952-10-29,USW00014745,1.0
1952-11-07,USW00014745,1.0
1952-11-08,USW00014745,1.0
1952-11-09,USW00014745,1.0
1952-11-12,USW00014745,1.0
1952-11-30,USW00014745,1.0
1952-12-12,USW00014745,1.0
1952-12-13,USW00014745,1.0
1952-12-16,USW00014745,1.0
1952-12-22,USW00014745,1.0
1952-12-23,USW00014745,1.0
1952-12-27,USW00014745,1.0
1952-12-30,USW00014745,1.0
1953-01-03,USW00014745,1.0
1953-01-06,USW00014745,1.0
1953-01-07,USW00014745,1.0
1953-01-09,USW00014745,1.0
1953-01-10,USW00014745,1.0
1953-01-12,USW00014745,1.0
1953-01-13,USW00014745,1.0
1953-01-17,USW00014745,1.0
1953-01-18,USW00014745,1.0
1953-01-21,USW00014745,1.0
1953-01-22,USW00014745,1.0
1953-01-26,USW00014745,1.0
1953-01-27,USW00014745,1.0
1953-01-28,USW00014745,1.0
1953-01-30,USW00014745,1.0
1953-01-31,USW00014745,1.0
1953-02-01,USW00014745,1.0
1953-02-02,USW00014745,1.0
1953-02-03,USW00014745,1.0
1953-02-04,USW00014745,1.0
1953-02-09,USW00014745,1.0
1953-02-12,USW00014745,1.0
1953-02-13,USW00014745,1.0
1953-02-15,USW00014745,1.0
1953-02-16,USW00014745,1.0
1953-02-25,USW00014745,1.0
1953-02-26,USW00014745,1.0
1953-02-28,USW00014745,1.0
1953-03-03,USW00014745,1.0
1953-03-04,USW00014745,1.0
1953-03-06,USW00014745,1.0
1953-03-07,USW00014745,1.0
1953-03-09,USW00014745,1.0
1953-03-10,USW00014745,1.0
1953-03-19,USW00014745,1.0
1953-03-20,USW00014745,1.0
1953-04-14,USW00014745,1.0
1953-04-19,USW00014745,1.0
1953-04-20,USW00014745,1.0
1953-05-01,USW00014745,1.0
1953-05-02,USW00014745,1.0
1953-05-03,USW00014745,1.0
1953-11-07,USW00014745,1.0
1953-11-28,USW00014745,1.0
1953-11-30,USW00014745,1.0
1953-12-01,USW00014745,1.0
1953-12-14,USW00014745,1.0
1953-12-15,USW00014745,1.0
1953-12-18,USW00014745,1.0
1953-12-25,USW00014745,1.0
1953-12-28,USW00014745,1.0
1953-12-31,USW00014745,1.0
1954-01-01,USW00014745,1.0
1954-01-04,USW00014745,1.0
1954-01-06,USW00014745,1.0
1954-01-07,USW00014745,1.0
1954-01-09,USW00014745,1.0
1954-01-11,USW00014745,1.0
1954-01-12,USW00014745,1.0
1954-01-13,USW00014745,1.0
1954-01-14,USW00014745,1.0
1954-01-15,USW00014745,1.0
1954-01-16,USW00014745,1.0
1954-01-17,USW00014745,1.0
1954-01-27,USW00014745,1.0
1954-01-28,USW00014745,1.0
1954-01-30,USW00014745,1.0
1954-02-01,USW00014745,1.0
1954-02-02,USW00014745,1.0
1954-02-03,USW00014745,1.0
1954-02-04,USW00014745,1.0
1954-02-05,USW00014745,1.0
1954-02-06,USW00014745,1.0
1954-02-07,USW00014745,1.0
1954-02-09,USW00014745,1.0
1954-02-10,USW00014745,1.0
1954-02-11,USW00014745,1.0
1954-02-14,USW00014745,1.0
1954-02-17,USW00014745,1.0
1954-02-18,USW00014745,1.0
1954-02-26,USW00014745,1.0
1954-02-27,USW00014745,1.0
1954-03-05,USW00014745,1.0
1954-03-07,USW00014745,1.0
1954-03-08,USW00014745,1.0
1954-03-09,USW00014745,1.0
1954-03-13,USW00014745,1.0
1954-03-14,USW00014745,1.0
1954-03-15,USW00014745,1.0
1954-03-19,USW00014745,1.0
1954-03-20,USW00014745,1.0
1954-03-21,USW00014745,1.0
1954-03-25,USW00014745,1.0
1954-03-28,USW00014745,1.0
1954-03-29,USW00014745,1.0
1954-03-30,USW00014745,1.0
1954-03-31,USW00014745,1.0
1954-04-01,USW00014745,1.0
1954-04-03,USW00014745,1.0
1954-04-18,USW00014745,1.0
1954-04-28,USW00014745,1.0
1954-11-24,USW00014745,1.0
1954-11-25,USW00014745,1.0
1954-11-26,USW00014745,1.0
1954-11-27,USW00014745,1.0
1954-11-29,USW00014745,1.0
1954-12-02,USW00014745,1.0
1954-12-03,USW00014745,1.0
1954-12-06,USW00014745,1.0
1954-12-07,USW00014745,1.0
1954-12-11,USW00014745,1.0
1954-12-16,USW00014745,1.0
1954-12-19,USW00014745,1.0
1954-12-20,USW00014745,1.0
1954-12-21,USW00014745,1.0
1954-12-22,USW00014745,1.0
1954-12-23,USW00014745,1.0
1954-12-24,USW00014745,1.0
1954-12-30,USW00014745,1.0
1955-01-02,USW00014745,1.0
1955-01-04,USW00014745,1.0
1955-01-06,USW00014745,1.0
1955-01-07,USW00014745,1.0
1955-01-13,USW00014745,1.0
1955-01-15,USW00014745,1.0
1955-01-17,USW00014745,1.0
1955-01-22,USW00014745,1.0
1955-01-23,USW00014745,1.0
1955-01-27,USW00014745,1.0
1955-02-01,USW00014745,1.0
1955-02-03,USW00014745,1.0
1955-02-06,USW00014745,1.0
1955-02-11,USW00014745,1.0
1955-02-12,USW00014745,1.0
1955-02-13,USW00014745,1.0
1955-02-14,USW00014745,1.0
1955-02-15,USW00014745,1.0
1955-02-16,USW00014745,1.0
1955-02-17,USW00014745,1.0
1955-02-18,USW00014745,1.0
1955-02-26,USW00014745,1.0
1955-02-27,USW00014745,1.0
1955-02-28,USW00014745,1.0
1955-03-02,USW00014745,1.0
1955-03-04,USW00014745,1.0
1955-03-05,USW00014745,1.0
1955-03-06,USW00014745,1.0
1955-03-07,USW00014745,1.0
1955-03-09,USW00014745,1.0
1955-03-12,USW00014745,1.0
1955-03-13,USW00014745,1.0
1955-03-18,USW00014745,1.0
1955-03-21,USW00014745,1.0
1955-03-22,USW00014745,1.0
1955-03-26,USW00014745,1.0
1955-03-27,USW00014745,1.0
1955-04-03,USW00014745,1.0
1955-04-08,USW00014745,1.0
1955-10-25,USW00014745,1.0
1955-10-26,USW00014745,1.0
1955-11-10,USW00014745,1.0
