DATE,ID,TMAX,TMIN,PRCP,SNOW,WT18,SNWD,WT04,WT09
1912-01-10,USC00272174,-106.0,-139.0,0.0,3.0,,,,
1912-01-11,USC00272174,-100.0,-233.0,0.0,0.0,,,,
1912-01-12,USC00272174,-161.0,-222.0,0.0,0.0,,,,
1912-01-13,USC00272174,-150.0,-294.0,0.0,0.0,,,,
1912-01-14,USC00272174,-106.0,-311.0,0.0,0.0,,127.0,,
1912-01-15,USC00272174,-22.0,-106.0,91.0,127.0,,,,
1912-01-16,USC00272174,-17.0,-122.0,3.0,8.0,,,,
1912-01-17,USC00272174,-67.0,-228.0,0.0,20.0,,,,
1912-01-18,USC00272174,6.0,-78.0,8.0,13.0,,,,
1912-01-19,USC00272174,67.0,-67.0,140.0,0.0,,,,
1912-01-20,USC00272174,-33.0,-150.0,0.0,0.0,,,,
1912-01-21,USC00272174,-22.0,-172.0,0.0,0.0,,254.0,,
1912-01-22,USC00272174,6.0,-150.0,0.0,0.0,,,,
1912-01-23,USC00272174,17.0,-39.0,8.0,13.0,,,,
1912-01-24,USC00272174,11.0,-122.0,3.0,5.0,,,,
1912-01-25,USC00272174,-100.0,-256.0,0.0,0.0,,,,
1912-01-26,USC00272174,-100.0,-294.0,0.0,0.0,,,,
1912-01-27,USC00272174,-78.0,-206.0,3.0,5.0,,,,
1912-01-28,USC00272174,-89.0,-278.0,0.0,0.0,,279.0,,
1912-01-29,USC00272174,-83.0,-156.0,69.0,89.0,,,,
1912-01-30,USC00272174,-22.0,-100.0,8.0,13.0,,,,
1912-01-31,USC00272174,-11.0,-67.0,8.0,13.0,,,,
1912-02-01,USC00272174,-28.0,-172.0,0.0,0.0,,,,
1912-02-02,USC00272174,17.0,-183.0,0.0,0.0,,,,
1912-02-03,USC00272174,-39.0,-117.0,0.0,0.0,,,,
1912-02-04,USC00272174,-94.0,-228.0,0.0,0.0,,,,
1912-02-05,USC00272174,-50.0,-139.0,0.0,0.0,,,,
1912-02-06,USC00272174,-33.0,-117.0,0.0,0.0,,,,
1912-02-07,USC00272174,17.0,-217.0,0.0,0.0,,,,
1912-02-08,USC00272174,-11.0,-111.0,3.0,5.0,,,,
1912-02-09,USC00272174,-89.0,-211.0,0.0,0.0,,,,
1912-02-10,USC00272174,-133.0,-233.0,0.0,0.0,,,,
1912-02-11,USC00272174,-100.0,-283.0,0.0,0.0,,,,
1912-02-12,USC00272174,-50.0,-239.0,0.0,0.0,,,,
1912-02-13,USC00272174,-44.0,-244.0,0.0,0.0,,,,
1912-02-14,USC00272174,-6.0,-244.0,0.0,0.0,,,,
1912-02-15,USC00272174,39.0,-194.0,0.0,0.0,,,,
1912-02-16,USC00272174,39.0,-39.0,0.0,0.0,,,,
1912-02-17,USC00272174,-11.0,-150.0,0.0,0.0,,,,
1912-02-18,USC00272174,67.0,-150.0,0.0,0.0,,,,
1912-02-19,USC00272174,44.0,-50.0,0.0,0.0,,,,
1912-02-20,USC00272174,78.0,0.0,20.0,13.0,,,,
1912-02-21,USC00272174,17.0,-83.0,13.0,13.0,,,,
1912-02-22,USC00272174,78.0,-83.0,155.0,25.0,,,,
1912-02-23,USC00272174,-17.0,-100.0,0.0,0.0,,,,
1912-02-24,USC00272174,89.0,-111.0,0.0,0.0,,,,
1912-02-25,USC00272174,89.0,0.0,0.0,0.0,,,,
1912-02-26,USC00272174,22.0,-56.0,0.0,0.0,,,,
1912-02-27,USC00272174,39.0,-50.0,211.0,102.0,,,,
1912-02-28,USC00272174,0.0,-106.0,0.0,0.0,,,,
1912-02-29,USC00272174,-33.0,-122.0,0.0,0.0,,,,
1912-12-01,USC00272174,44.0,-100.0,0.0,0.0,,,,
1912-12-02,USC00272174,117.0,-56.0,119.0,0.0,,,,
1912-12-03,USC00272174,122.0,0.0,13.0,0.0,,,,
1912-12-04,USC00272174,78.0,0.0,0.0,0.0,,,,
1912-12-05,USC00272174,83.0,-39.0,0.0,0.0,,,,
1912-12-06,USC00272174,144.0,22.0,124.0,0.0,,,,
1912-12-07,USC00272174,128.0,-39.0,0.0,0.0,,,,
1912-12-08,USC00272174,33.0,-44.0,0.0,0.0,,,,
1912-12-09,USC00272174,-33.0,-133.0,0.0,0.0,,,,
1912-12-10,USC00272174,61.0,-50.0,0.0,0.0,,,,
1912-12-11,USC00272174,67.0,0.0,0.0,0.0,,,,
1912-12-12,USC00272174,0.0,-72.0,0.0,0.0,,,,
1912-12-13,USC00272174,-28.0,-128.0,0.0,0.0,,,,
1912-12-14,USC00272174,-11.0,-94.0,0.0,0.0,,,,
1912-12-15,USC00272174,67.0,-89.0,0.0,0.0,,,,
1912-12-16,USC00272174,39.0,-28.0,28.0,0.0,,,,
1912-12-17,USC00272174,28.0,-78.0,0.0,0.0,,,,
1912-12-18,USC00272174,28.0,-11.0,46.0,0.0,,,,
1912-12-19,USC00272174,44.0,11.0,132.0,0.0,,,,
1912-12-20,USC00272174,22.0,-11.0,0.0,0.0,,,,
1912-12-21,USC00272174,6.0,-28.0,0.0,0.0,,,,
1912-12-22,USC00272174,-6.0,-117.0,0.0,0.0,,,,
1912-12-23,USC00272174,-17.0,-78.0,0.0,0.0,,,,
1912-12-24,USC00272174,-44.0,-89.0,38.0,58.0,,51.0,,
1912-12-25,USC00272174,0.0,-167.0,0.0,0.0,,,,
1912-12-26,USC00272174,28.0,-150.0,0.0,0.0,,,,
1912-12-27,USC00272174,6.0,-67.0,305.0,64.0,,152.0,,
1912-12-28,USC00272174,6.0,-67.0,0.0,0.0,,,,
1912-12-29,USC00272174,39.0,-33.0,0.0,0.0,,152.0,,
1912-12-30,USC00272174,44.0,-33.0,193.0,0.0,,,,
1912-12-31,USC00272174,78.0,-6.0,0.0,0.0,,,,
1913-01-01,USC00272174,72.0,-17.0,0.0,0.0,,,,
1913-01-02,USC00272174,50.0,-83.0,0.0,0.0,,,,
1913-01-03,USC00272174,139.0,-17.0,102.0,0.0,,0.0,,
1913-01-04,USC00272174,61.0,-17.0,30.0,51.0,,,,
1913-01-05,USC00272174,11.0,-28.0,0.0,0.0,,,,
1913-01-06,USC00272174,28.0,-28.0,0.0,0.0,,,,
1913-01-07,USC00272174,44.0,-6.0,64.0,0.0,,,,
1913-01-08,USC00272174,17.0,-78.0,135.0,25.0,,25.0,,
1913-01-09,USC00272174,-61.0,-144.0,0.0,0.0,,,,
1913-01-10,USC00272174,17.0,-122.0,0.0,0.0,,,,
1913-01-11,USC00272174,28.0,-39.0,18.0,0.0,,,,
1913-01-12,USC00272174,111.0,0.0,18.0,0.0,,0.0,,
1913-01-13,USC00272174,0.0,-133.0,0.0,0.0,,,,
1913-01-14,USC00272174,6.0,-133.0,0.0,0.0,,,,
1913-01-15,USC00272174,33.0,-83.0,0.0,0.0,,,,
1913-01-16,USC00272174,56.0,0.0,0.0,0.0,,,,
1913-01-17,USC00272174,78.0,-11.0,102.0,0.0,,,,
1913-01-18,USC00272174,100.0,22.0,30.0,0.0,,,,
1913-01-19,USC00272174,94.0,-17.0,0.0,0.0,,,,
1913-01-20,USC00272174,78.0,-61.0,0.0,0.0,,,,
1913-01-21,USC00272174,128.0,-39.0,76.0,0.0,,,,
1913-01-22,USC00272174,28.0,-78.0,0.0,0.0,,,,
1913-01-23,USC00272174,17.0,-89.0,109.0,25.0,,,,
1913-01-24,USC00272174,56.0,-6.0,0.0,0.0,,,,
1913-01-25,USC00272174,44.0,-61.0,0.0,0.0,,,,
1913-01-26,USC00272174,72.0,-67.0,0.0,0.0,,,,
1913-01-27,USC00272174,44.0,-28.0,5.0,0.0,,,,
1913-01-28,USC00272174,-6.0,-111.0,0.0,0.0,,,,
1913-01-29,USC00272174,-17.0,-133.0,15.0,25.0,,,,
1913-01-30,USC00272174,56.0,-67.0,0.0,0.0,,102.0,,
1913-01-31,USC00272174,128.0,-61.0,0.0,0.0,,,,
1913-02-01,USC00272174,117.0,-78.0,64.0,0.0,,,,
1913-02-02,USC00272174,-22.0,-122.0,0.0,0.0,,,,
1913-02-03,USC00272174,-22.0,-111.0,97.0,140.0,,,,
1913-02-04,USC00272174,-11.0,-61.0,0.0,3.0,,,,
1913-02-05,USC00272174,-56.0,-178.0,3.0,3.0,,,,
1913-02-06,USC00272174,-72.0,-200.0,0.0,0.0,,,,
1913-02-07,USC00272174,-56.0,-222.0,0.0,0.0,,,,
1913-02-08,USC00272174,-17.0,-156.0,0.0,0.0,,,,
1913-02-09,USC00272174,-39.0,-150.0,5.0,8.0,,,,
1913-02-10,USC00272174,-83.0,-228.0,0.0,0.0,,,,
1913-02-11,USC00272174,-28.0,-239.0,18.0,25.0,,,,
1913-02-12,USC00272174,6.0,-133.0,0.0,0.0,,,,
1913-02-13,USC00272174,-56.0,-239.0,0.0,0.0,,,,
1913-02-14,USC00272174,28.0,-217.0,0.0,0.0,,,,
1913-02-15,USC00272174,72.0,-156.0,0.0,0.0,,,,
1913-02-16,USC00272174,39.0,-44.0,0.0,0.0,,,,
1913-02-17,USC00272174,17.0,-83.0,5.0,8.0,,,,
1913-02-18,USC00272174,-22.0,-133.0,0.0,0.0,,,,
1913-02-19,USC00272174,33.0,-167.0,0.0,0.0,,,,
1913-02-20,USC00272174,106.0,-56.0,0.0,0.0,,,,
1913-02-21,USC00272174,89.0,-28.0,0.0,0.0,,,,
1913-02-22,USC00272174,44.0,-11.0,157.0,0.0,,,,
1913-02-23,USC00272174,11.0,-67.0,43.0,0.0,,,,
1913-02-24,USC00272174,-50.0,-122.0,0.0,0.0,,,,
1913-02-25,USC00272174,-44.0,-167.0,0.0,0.0,,,,
1913-02-26,USC00272174,-17.0,-178.0,0.0,0.0,,,,
1913-02-27,USC00272174,6.0,-50.0,97.0,64.0,,,,
1913-02-28,USC00272174,67.0,-11.0,147.0,178.0,,,,
1913-12-01,USC00272174,50.0,-11.0,0.0,0.0,,,,
1913-12-02,USC00272174,50.0,-6.0,0.0,0.0,,,,
1913-12-03,USC00272174,72.0,0.0,0.0,0.0,,,,
1913-12-04,USC00272174,50.0,-28.0,0.0,0.0,,,,
1913-12-05,USC00272174,94.0,-17.0,0.0,0.0,,,,
1913-12-06,USC00272174,72.0,-17.0,0.0,0.0,,,,
1913-12-07,USC00272174,89.0,-44.0,218.0,0.0,,,,
1913-12-08,USC00272174,94.0,-50.0,137.0,178.0,,356.0,,
1913-12-09,USC00272174,11.0,-128.0,0.0,0.0,,,,
1913-12-10,USC00272174,0.0,-172.0,0.0,0.0,,,,
1913-12-11,USC00272174,-6.0,-72.0,3.0,5.0,,,,
1913-12-12,USC00272174,-11.0,-150.0,0.0,0.0,,,,
1913-12-13,USC00272174,72.0,-117.0,0.0,0.0,,,,
1913-12-14,USC00272174,100.0,-89.0,0.0,0.0,,,,
1913-12-15,USC00272174,72.0,-72.0,0.0,0.0,,152.0,,
1913-12-16,USC00272174,22.0,-78.0,0.0,0.0,,,,
1913-12-17,USC00272174,94.0,-28.0,0.0,0.0,,,,
1913-12-18,USC00272174,61.0,-17.0,0.0,0.0,,,,
1913-12-19,USC00272174,-11.0,-111.0,0.0,0.0,,,,
1913-12-20,USC00272174,17.0,-133.0,0.0,0.0,,,,
1913-12-21,USC00272174,56.0,-56.0,0.0,0.0,,,,
1913-12-22,USC00272174,39.0,-39.0,0.0,0.0,,76.0,,
1913-12-23,USC00272174,6.0,-56.0,0.0,0.0,,,,
1913-12-24,USC00272174,44.0,-22.0,170.0,76.0,,,,
1913-12-25,USC00272174,33.0,-33.0,0.0,0.0,,,,
1913-12-26,USC00272174,11.0,-28.0,150.0,102.0,,,,
1913-12-27,USC00272174,-11.0,-133.0,0.0,0.0,,,,
1913-12-28,USC00272174,-39.0,-211.0,0.0,0.0,,,,
1913-12-29,USC00272174,-22.0,-206.0,0.0,0.0,,381.0,,
1913-12-30,USC00272174,33.0,-172.0,0.0,0.0,,,,
1913-12-31,USC00272174,17.0,-167.0,0.0,0.0,,356.0,,
1914-01-01,USC00272174,-11.0,-178.0,0.0,0.0,,,,
1914-01-02,USC00272174,-39.0,-233.0,0.0,0.0,,,,
1914-01-03,USC00272174,-17.0,-50.0,0.0,0.0,,,,
1914-01-04,USC00272174,17.0,-33.0,0.0,0.0,,,,
1914-01-05,USC00272174,33.0,-56.0,8.0,0.0,,,,
1914-01-06,USC00272174,-33.0,-178.0,0.0,0.0,,330.0,,
1914-01-07,USC00272174,6.0,-133.0,8.0,13.0,,,,
1914-01-08,USC00272174,6.0,-44.0,23.0,30.0,,,,
1914-01-09,USC00272174,11.0,-11.0,5.0,8.0,,,,
1914-01-10,USC00272174,33.0,-39.0,0.0,0.0,,,,
1914-01-11,USC00272174,-33.0,-144.0,0.0,0.0,,,,
1914-01-12,USC00272174,-22.0,-194.0,5.0,8.0,,,,
1914-01-13,USC00272174,-156.0,-267.0,0.0,0.0,,,,
1914-01-14,USC00272174,-150.0,-294.0,0.0,0.0,,,,
1914-01-15,USC00272174,-67.0,-239.0,8.0,13.0,,,,
1914-01-16,USC00272174,-6.0,-144.0,0.0,0.0,,,,
1914-01-17,USC00272174,17.0,-78.0,0.0,0.0,,,,
1914-01-18,USC00272174,-44.0,-150.0,0.0,0.0,,356.0,,
1914-01-19,USC00272174,-17.0,-217.0,0.0,0.0,,,,
1914-01-20,USC00272174,-11.0,-78.0,20.0,25.0,,,,
1914-01-21,USC00272174,-28.0,-78.0,97.0,127.0,,,,
1914-01-22,USC00272174,-44.0,-228.0,0.0,0.0,,,,
1914-01-23,USC00272174,-22.0,-278.0,0.0,0.0,,,,
1914-01-24,USC00272174,67.0,-83.0,124.0,0.0,,,,
1914-01-25,USC00272174,50.0,-128.0,58.0,0.0,,330.0,,
1914-01-26,USC00272174,-89.0,-200.0,46.0,51.0,,,,
1914-01-27,USC00272174,-44.0,-156.0,0.0,0.0,,,,
1914-01-28,USC00272174,94.0,-11.0,0.0,0.0,,,,
1914-01-29,USC00272174,33.0,-33.0,0.0,0.0,,,,
1914-01-30,USC00272174,78.0,17.0,0.0,0.0,,,,
1914-01-31,USC00272174,22.0,-28.0,191.0,76.0,,305.0,,
1914-02-01,USC00272174,33.0,-22.0,10.0,13.0,,,,
1914-02-02,USC00272174,22.0,-39.0,0.0,0.0,,,,
1914-02-03,USC00272174,56.0,-111.0,0.0,0.0,,,,
1914-02-04,USC00272174,83.0,-11.0,18.0,0.0,,,,
1914-02-05,USC00272174,6.0,-67.0,0.0,0.0,,,,
1914-02-06,USC00272174,-33.0,-144.0,8.0,13.0,,,,
1914-02-07,USC00272174,17.0,-39.0,43.0,25.0,,,,
1914-02-08,USC00272174,17.0,-89.0,0.0,0.0,,,,
1914-02-09,USC00272174,-72.0,-139.0,0.0,0.0,,,,
1914-02-10,USC00272174,-44.0,-183.0,0.0,0.0,,,,
1914-02-11,USC00272174,-100.0,-194.0,0.0,0.0,,,,
1914-02-12,USC00272174,-167.0,-278.0,0.0,0.0,,,,
1914-02-13,USC00272174,-94.0,-261.0,0.0,0.0,,,,
1914-02-14,USC00272174,-44.0,-133.0,254.0,330.0,,,,
1914-02-15,USC00272174,-61.0,-172.0,0.0,0.0,,,,
1914-02-16,USC00272174,-122.0,-289.0,38.0,38.0,,,,
1914-02-17,USC00272174,-67.0,-250.0,0.0,0.0,,,,
1914-02-18,USC00272174,-17.0,-272.0,0.0,0.0,,,,
1914-02-19,USC00272174,-28.0,-72.0,66.0,76.0,,,,
1914-02-20,USC00272174,-44.0,-178.0,0.0,0.0,,,,
1914-02-21,USC00272174,-39.0,-161.0,0.0,0.0,,,,
1914-02-22,USC00272174,-6.0,-244.0,0.0,0.0,,,,
1914-02-23,USC00272174,-17.0,-178.0,0.0,0.0,,,,
1914-02-24,USC00272174,-111.0,-272.0,0.0,0.0,,,,
1914-02-25,USC00272174,-17.0,-267.0,0.0,0.0,,,,
1914-02-26,USC00272174,56.0,-233.0,0.0,0.0,,,,
1914-02-27,USC00272174,72.0,-111.0,0.0,0.0,,,,
1914-02-28,USC00272174,100.0,-150.0,0.0,0.0,,,,
1914-12-01,USC00272174,161.0,-22.0,0.0,0.0,,,,
1914-12-02,USC00272174,100.0,-11.0,0.0,0.0,,,,
1914-12-03,USC00272174,144.0,28.0,0.0,0.0,,,,
1914-12-04,USC00272174,67.0,-39.0,0.0,0.0,,,,
1914-12-05,USC00272174,17.0,-44.0,0.0,0.0,,,,
1914-12-06,USC00272174,-11.0,-61.0,0.0,0.0,,,,
1914-12-07,USC00272174,-6.0,-39.0,0.0,0.0,,,,
1914-12-08,USC00272174,50.0,-11.0,8.0,0.0,,,,
1914-12-09,USC00272174,28.0,-44.0,0.0,0.0,,,,
1914-12-10,USC00272174,17.0,-50.0,3.0,3.0,,,,
1914-12-11,USC00272174,28.0,-44.0,0.0,0.0,,,,
1914-12-12,USC00272174,17.0,-133.0,0.0,0.0,,,,
1914-12-13,USC00272174,22.0,-144.0,0.0,0.0,,,,
1914-12-14,USC00272174,72.0,-67.0,155.0,25.0,,,,
1914-12-15,USC00272174,-56.0,-122.0,0.0,0.0,,,,
1914-12-16,USC00272174,-28.0,-111.0,0.0,0.0,,,,
1914-12-17,USC00272174,-39.0,-167.0,0.0,0.0,,,,
1914-12-18,USC00272174,-39.0,-194.0,0.0,0.0,,,,
1914-12-19,USC00272174,6.0,-150.0,43.0,0.0,,76.0,,
1914-12-20,USC00272174,28.0,-56.0,0.0,0.0,,,,
1914-12-21,USC00272174,-33.0,-94.0,178.0,152.0,,203.0,,
1914-12-22,USC00272174,0.0,-89.0,0.0,0.0,,,,
1914-12-23,USC00272174,-50.0,-233.0,0.0,0.0,,,,
1914-12-24,USC00272174,-72.0,-239.0,13.0,25.0,,,,
1914-12-25,USC00272174,-83.0,-189.0,0.0,0.0,,,,
1914-12-26,USC00272174,-139.0,-311.0,0.0,0.0,,,,
1914-12-27,USC00272174,-94.0,-317.0,0.0,0.0,,,,
1914-12-28,USC00272174,-28.0,-222.0,0.0,0.0,,,,
1914-12-29,USC00272174,-17.0,-167.0,41.0,0.0,,,,
1914-12-30,USC00272174,44.0,-17.0,8.0,0.0,,,,
1914-12-31,USC00272174,17.0,-161.0,0.0,0.0,,,,
1915-01-01,USC00272174,-22.0,-206.0,0.0,0.0,,102.0,,
1915-01-02,USC00272174,-11.0,-94.0,23.0,33.0,,152.0,,
1915-01-03,USC00272174,-33.0,-106.0,0.0,0.0,,152.0,,
1915-01-04,USC00272174,-44.0,-194.0,0.0,0.0,,,,
1915-01-05,USC00272174,6.0,-222.0,0.0,0.0,,,,
1915-01-06,USC00272174,39.0,-111.0,0.0,0.0,,,,
1915-01-07,USC00272174,128.0,11.0,175.0,0.0,,,,
1915-01-08,USC00272174,56.0,-33.0,0.0,0.0,,,,
1915-01-09,USC00272174,11.0,-100.0,0.0,0.0,,,,
1915-01-10,USC00272174,0.0,-111.0,0.0,0.0,,,,
1915-01-11,USC00272174,-17.0,-150.0,0.0,0.0,,,,
1915-01-12,USC00272174,22.0,-28.0,155.0,38.0,,,,
1915-01-13,USC00272174,39.0,-11.0,36.0,0.0,,,,
1915-01-14,USC00272174,22.0,-117.0,0.0,0.0,,,,
1915-01-15,USC00272174,44.0,-22.0,0.0,0.0,,,,
1915-01-16,USC00272174,56.0,-50.0,0.0,0.0,,,,
1915-01-17,USC00272174,17.0,-56.0,109.0,0.0,,102.0,,
1915-01-18,USC00272174,56.0,6.0,297.0,0.0,,,,
1915-01-19,USC00272174,122.0,22.0,30.0,0.0,,,,
1915-01-20,USC00272174,39.0,-33.0,0.0,0.0,,,,
1915-01-21,USC00272174,0.0,-100.0,0.0,0.0,,,,
1915-01-22,USC00272174,-44.0,-106.0,0.0,0.0,,,,
1915-01-23,USC00272174,6.0,-106.0,191.0,152.0,,0.0,,
1915-01-24,USC00272174,56.0,-78.0,13.0,0.0,,127.0,,
1915-01-25,USC00272174,-11.0,-94.0,76.0,38.0,,127.0,,
1915-01-26,USC00272174,17.0,-106.0,0.0,0.0,,,,
1915-01-27,USC00272174,6.0,-122.0,0.0,0.0,,,,
1915-01-28,USC00272174,28.0,-39.0,3.0,3.0,,,,
1915-01-29,USC00272174,0.0,-133.0,0.0,0.0,,,,
1915-01-30,USC00272174,-94.0,-261.0,0.0,0.0,,,,
1915-01-31,USC00272174,-89.0,-228.0,20.0,25.0,,127.0,,
1915-02-01,USC00272174,-11.0,-100.0,51.0,38.0,,152.0,,
1915-02-02,USC00272174,-61.0,-161.0,183.0,102.0,,229.0,,
1915-02-03,USC00272174,-72.0,-133.0,23.0,25.0,,,,
1915-02-04,USC00272174,6.0,-161.0,0.0,0.0,,,,
1915-02-05,USC00272174,6.0,-189.0,0.0,0.0,,,,
1915-02-06,USC00272174,89.0,-11.0,119.0,0.0,,,,
1915-02-07,USC00272174,72.0,-56.0,0.0,0.0,,279.0,,
1915-02-08,USC00272174,33.0,-11.0,38.0,13.0,,,,
1915-02-09,USC00272174,0.0,-78.0,0.0,0.0,,,,
1915-02-10,USC00272174,-56.0,-167.0,0.0,0.0,,,,
1915-02-11,USC00272174,33.0,-194.0,0.0,0.0,,,,
1915-02-12,USC00272174,67.0,6.0,0.0,0.0,,,,
1915-02-13,USC00272174,28.0,-122.0,0.0,0.0,,,,
1915-02-14,USC00272174,33.0,-100.0,0.0,0.0,,229.0,,
1915-02-15,USC00272174,56.0,6.0,208.0,0.0,,76.0,,
1915-02-16,USC00272174,50.0,6.0,30.0,0.0,,,,
1915-02-17,USC00272174,22.0,-33.0,0.0,0.0,,,,
1915-02-18,USC00272174,-6.0,-106.0,0.0,0.0,,,,
1915-02-19,USC00272174,39.0,-133.0,0.0,0.0,,,,
1915-02-20,USC00272174,78.0,-111.0,0.0,0.0,,,,
1915-02-21,USC00272174,83.0,-94.0,0.0,0.0,,152.0,,
1915-02-22,USC00272174,89.0,-89.0,0.0,0.0,,,,
1915-02-23,USC00272174,89.0,-11.0,0.0,0.0,,,,
1915-02-24,USC00272174,78.0,17.0,51.0,0.0,,,,
1915-02-25,USC00272174,100.0,17.0,381.0,0.0,,,,
1915-02-26,USC00272174,17.0,-67.0,23.0,13.0,,,,
1915-02-27,USC00272174,-33.0,-111.0,0.0,0.0,,,,
1915-02-28,USC00272174,-22.0,-94.0,0.0,0.0,,76.0,,
1915-12-01,USC00272174,39.0,-100.0,0.0,0.0,,25.0,,
1915-12-02,USC00272174,28.0,-83.0,10.0,13.0,,,,
1915-12-03,USC00272174,22.0,-28.0,0.0,5.0,,,,
1915-12-04,USC00272174,11.0,-100.0,0.0,0.0,,,,
1915-12-05,USC00272174,28.0,-67.0,0.0,0.0,,,,
1915-12-06,USC00272174,-6.0,-33.0,0.0,0.0,,,,
1915-12-07,USC00272174,0.0,-39.0,0.0,0.0,,,,
1915-12-08,USC00272174,-22.0,-100.0,15.0,20.0,1.0,,,
1915-12-09,USC00272174,17.0,-50.0,0.0,0.0,1.0,,,
1915-12-10,USC00272174,-22.0,-89.0,0.0,0.0,,,,
1915-12-11,USC00272174,-44.0,-117.0,0.0,0.0,,,,
1915-12-12,USC00272174,17.0,-150.0,0.0,0.0,,,,
1915-12-13,USC00272174,6.0,-117.0,48.0,64.0,,,,
1915-12-14,USC00272174,0.0,-78.0,267.0,305.0,,152.0,,
1915-12-15,USC00272174,17.0,-111.0,0.0,0.0,,178.0,,
1915-12-16,USC00272174,-11.0,-189.0,0.0,0.0,,,,
1915-12-17,USC00272174,-22.0,-178.0,51.0,0.0,,,,
1915-12-18,USC00272174,39.0,-28.0,394.0,0.0,,,,
1915-12-19,USC00272174,33.0,-6.0,0.0,0.0,,,,
1915-12-20,USC00272174,0.0,-56.0,0.0,0.0,,,,
1915-12-21,USC00272174,-17.0,-83.0,0.0,0.0,,,,
1915-12-22,USC00272174,-11.0,-178.0,0.0,0.0,,,,
1915-12-23,USC00272174,39.0,-117.0,38.0,0.0,,,,
1915-12-24,USC00272174,39.0,-6.0,0.0,23.0,,,,
1915-12-25,USC00272174,67.0,-33.0,0.0,0.0,,,,
1915-12-26,USC00272174,117.0,-50.0,452.0,76.0,,,,
1915-12-27,USC00272174,0.0,-78.0,0.0,0.0,,0.0,,
1915-12-28,USC00272174,6.0,-6.0,23.0,0.0,,,,
1915-12-29,USC00272174,-6.0,-89.0,89.0,76.0,,,,
1915-12-30,USC00272174,17.0,-128.0,38.0,38.0,,51.0,,
1915-12-31,USC00272174,-28.0,-217.0,0.0,0.0,,178.0,,
1916-01-01,USC00272174,-33.0,-150.0,25.0,25.0,1.0,178.0,,
1916-01-02,USC00272174,-33.0,-72.0,124.0,127.0,1.0,254.0,,
1916-01-03,USC00272174,22.0,-61.0,0.0,0.0,,,,
1916-01-04,USC00272174,-39.0,-150.0,0.0,0.0,,,,
1916-01-05,USC00272174,28.0,-61.0,10.0,0.0,,,,
1916-01-06,USC00272174,72.0,-111.0,0.0,0.0,,,,
1916-01-07,USC00272174,-50.0,-172.0,0.0,0.0,,,,
1916-01-08,USC00272174,-100.0,-250.0,0.0,0.0,,,,
1916-01-09,USC00272174,-50.0,-256.0,0.0,0.0,,178.0,,
1916-01-10,USC00272174,6.0,-106.0,97.0,102.0,1.0,,,
1916-01-11,USC00272174,44.0,-56.0,0.0,0.0,,,,
1916-01-12,USC00272174,0.0,-94.0,0.0,0.0,,,,
1916-01-13,USC00272174,28.0,-56.0,94.0,0.0,,,,
1916-01-14,USC00272174,17.0,-161.0,0.0,0.0,,,,
1916-01-15,USC00272174,-83.0,-272.0,0.0,0.0,,,,
1916-01-16,USC00272174,-6.0,-100.0,0.0,0.0,,203.0,,
1916-01-17,USC00272174,-22.0,-133.0,0.0,0.0,,,,
1916-01-18,USC00272174,-61.0,-194.0,0.0,0.0,,,,
1916-01-19,USC00272174,-39.0,-189.0,0.0,0.0,,,,
1916-01-20,USC00272174,0.0,-150.0,15.0,25.0,1.0,127.0,,
1916-01-21,USC00272174,72.0,0.0,15.0,0.0,,,,
1916-01-22,USC00272174,111.0,11.0,10.0,13.0,,,,
1916-01-23,USC00272174,61.0,-28.0,0.0,0.0,,,,
1916-01-24,USC00272174,61.0,-100.0,0.0,0.0,,,,
1916-01-25,USC00272174,83.0,-39.0,0.0,0.0,,,,
1916-01-26,USC00272174,128.0,-50.0,0.0,0.0,,,,
1916-01-27,USC00272174,100.0,22.0,0.0,0.0,,,,
1916-01-28,USC00272174,122.0,-39.0,0.0,0.0,,,,
1916-01-29,USC00272174,-6.0,-111.0,0.0,0.0,,25.0,,
1916-01-30,USC00272174,0.0,-106.0,0.0,0.0,,25.0,,
1916-01-31,USC00272174,83.0,0.0,8.0,0.0,,,,
1916-02-01,USC00272174,83.0,0.0,36.0,0.0,,,,
1916-02-02,USC00272174,6.0,-72.0,74.0,89.0,1.0,102.0,,
1916-02-03,USC00272174,-22.0,-78.0,66.0,89.0,1.0,203.0,,
1916-02-04,USC00272174,-44.0,-206.0,0.0,0.0,,,,
1916-02-05,USC00272174,0.0,-172.0,0.0,0.0,,,,
1916-02-06,USC00272174,44.0,-67.0,5.0,8.0,,,,
1916-02-07,USC00272174,44.0,-89.0,0.0,0.0,,,,
1916-02-08,USC00272174,-72.0,-133.0,0.0,0.0,,178.0,,
1916-02-09,USC00272174,-17.0,-106.0,53.0,76.0,,,,
1916-02-10,USC00272174,0.0,-111.0,0.0,0.0,,,,
1916-02-11,USC00272174,-44.0,-178.0,0.0,0.0,,,,
1916-02-12,USC00272174,-83.0,-106.0,64.0,76.0,1.0,229.0,,
1916-02-13,USC00272174,-61.0,-106.0,94.0,127.0,1.0,432.0,,
1916-02-14,USC00272174,-106.0,-239.0,0.0,0.0,,,,
1916-02-15,USC00272174,-28.0,-283.0,0.0,0.0,,,,
1916-02-16,USC00272174,0.0,-228.0,0.0,0.0,,,,
1916-02-17,USC00272174,39.0,-44.0,3.0,5.0,,,,
