DATE,ID,TMAX,TMIN,PRCP,SNOW,SNWD,WT18,WT04,WT09
1893-03-01,USC00272174,44.0,-50.0,0.0,0.0,,,,
1893-03-02,USC00272174,6.0,-78.0,0.0,0.0,,,,
1893-03-03,USC00272174,11.0,-183.0,0.0,0.0,,,,
1893-03-04,USC00272174,17.0,-78.0,5.0,5.0,,,,
1893-03-05,USC00272174,-44.0,-133.0,0.0,0.0,,,,
1893-03-06,USC00272174,11.0,-172.0,0.0,0.0,,,,
1893-03-07,USC00272174,67.0,-128.0,0.0,0.0,,,,
1893-03-08,USC00272174,83.0,-144.0,0.0,0.0,,,,
1893-03-09,USC00272174,67.0,-28.0,33.0,0.0,,,,
1893-03-10,USC00272174,67.0,-11.0,0.0,0.0,,,,
1893-03-11,USC00272174,28.0,-11.0,8.0,0.0,,,,
1893-03-12,USC00272174,83.0,11.0,175.0,0.0,,,,
1893-03-13,USC00272174,94.0,-17.0,0.0,0.0,,,,
1893-03-14,USC00272174,100.0,-61.0,10.0,0.0,,,,
1893-03-15,USC00272174,28.0,-89.0,246.0,51.0,,,,
1893-03-16,USC00272174,-28.0,-128.0,0.0,0.0,,,,
1893-03-17,USC00272174,28.0,-144.0,0.0,0.0,,,,
1893-03-18,USC00272174,-6.0,-133.0,0.0,0.0,,,,
1893-03-19,USC00272174,11.0,-172.0,0.0,0.0,,,,
1893-03-20,USC00272174,56.0,-144.0,0.0,0.0,,,,
1893-03-21,USC00272174,78.0,-33.0,18.0,0.0,,,,
1893-03-22,USC00272174,78.0,-17.0,0.0,0.0,,,,
1893-03-23,USC00272174,-11.0,-67.0,0.0,0.0,,,,
1893-03-24,USC00272174,72.0,-39.0,5.0,0.0,,,,
1893-03-25,USC00272174,83.0,28.0,0.0,0.0,,,,
1893-03-26,USC00272174,28.0,6.0,5.0,0.0,,,,
1893-03-27,USC00272174,61.0,-89.0,0.0,0.0,,,,
1893-03-28,USC00272174,11.0,-67.0,0.0,0.0,,,,
1893-03-29,USC00272174,67.0,-111.0,0.0,0.0,,,,
1893-03-30,USC00272174,61.0,-39.0,0.0,0.0,,,,
1893-03-31,USC00272174,72.0,-22.0,0.0,0.0,,,,
1893-04-01,USC00272174,167.0,-33.0,10.0,0.0,,,,
1893-04-02,USC00272174,56.0,-11.0,0.0,0.0,,,,
1893-04-03,USC00272174,78.0,-78.0,0.0,0.0,,,,
1893-04-04,USC00272174,128.0,17.0,66.0,0.0,,,,
1893-04-05,USC00272174,111.0,22.0,0.0,0.0,,,,
1893-04-06,USC00272174,44.0,-22.0,0.0,0.0,,,,
1893-04-07,USC00272174,0.0,-83.0,94.0,76.0,,,,
1893-04-08,USC00272174,89.0,-11.0,13.0,0.0,,,,
1893-04-09,USC00272174,117.0,44.0,0.0,0.0,,,,
1893-04-10,USC00272174,106.0,-28.0,0.0,0.0,,,,
1893-04-11,USC00272174,178.0,-39.0,0.0,0.0,,,,
1893-04-12,USC00272174,183.0,-39.0,0.0,0.0,,,,
1893-04-13,USC00272174,83.0,44.0,18.0,0.0,,,,
1893-04-14,USC00272174,156.0,33.0,76.0,0.0,,,,
1893-04-15,USC00272174,39.0,6.0,119.0,25.0,,,,
1893-04-16,USC00272174,89.0,-11.0,0.0,0.0,,,,
1893-04-17,USC00272174,78.0,-33.0,0.0,0.0,,,,
1893-04-18,USC00272174,100.0,-22.0,0.0,0.0,,,,
1893-04-19,USC00272174,128.0,-33.0,0.0,0.0,,,,
1893-04-20,USC00272174,78.0,-33.0,8.0,0.0,,,,
1893-04-21,USC00272174,139.0,6.0,89.0,13.0,,,,
1893-04-22,USC00272174,128.0,28.0,10.0,0.0,,,,
1893-04-23,USC00272174,139.0,0.0,0.0,0.0,,,,
1893-04-24,USC00272174,161.0,-11.0,0.0,0.0,,,,
1893-04-25,USC00272174,139.0,17.0,5.0,0.0,,,,
1893-04-26,USC00272174,161.0,-56.0,0.0,0.0,,,,
1893-04-27,USC00272174,67.0,0.0,51.0,0.0,,,,
1893-04-28,USC00272174,194.0,6.0,0.0,0.0,,,,
1893-04-29,USC00272174,183.0,44.0,0.0,0.0,,,,
1893-04-30,USC00272174,200.0,50.0,0.0,0.0,,,,
1893-05-01,USC00272174,94.0,67.0,196.0,,,,,
1893-05-02,USC00272174,144.0,39.0,0.0,,,,,
1893-05-03,USC00272174,89.0,56.0,25.0,,,,,
1893-05-04,USC00272174,89.0,33.0,318.0,,,,,
1893-05-05,USC00272174,133.0,50.0,13.0,,,,,
1893-05-06,USC00272174,139.0,28.0,5.0,,,,,
1893-05-07,USC00272174,167.0,-6.0,0.0,,,,,
1893-05-08,USC00272174,206.0,-17.0,0.0,,,,,
1893-05-09,USC00272174,222.0,28.0,0.0,,,,,
1893-05-10,USC00272174,267.0,39.0,0.0,,,,,
1893-05-11,USC00272174,289.0,44.0,0.0,,,,,
1893-05-12,USC00272174,300.0,61.0,0.0,,,,,
1893-05-13,USC00272174,167.0,106.0,0.0,,,,,
1893-05-14,USC00272174,194.0,83.0,41.0,,,,,
1893-05-15,USC00272174,239.0,67.0,0.0,,,,,
1893-05-16,USC00272174,150.0,111.0,33.0,,,,,
1893-05-17,USC00272174,161.0,100.0,137.0,,,,,
1893-05-18,USC00272174,144.0,89.0,28.0,,,,,
1893-05-19,USC00272174,133.0,67.0,0.0,,,,,
1893-05-20,USC00272174,233.0,11.0,0.0,,,,,
1893-05-21,USC00272174,267.0,67.0,0.0,,,,,
1893-05-22,USC00272174,256.0,78.0,0.0,,,,,
1893-05-23,USC00272174,322.0,61.0,74.0,,,,,
1893-05-24,USC00272174,189.0,100.0,0.0,,,,,
1893-05-25,USC00272174,244.0,28.0,0.0,,,,,
1893-05-26,USC00272174,172.0,50.0,0.0,,,,,
1893-05-27,USC00272174,156.0,83.0,43.0,,,,,
1893-05-28,USC00272174,178.0,83.0,0.0,,,,,
1893-05-29,USC00272174,206.0,17.0,0.0,,,,,
1893-05-30,USC00272174,228.0,61.0,10.0,,,,,
1893-05-31,USC00272174,211.0,83.0,0.0,,,,,
1894-03-01,USC00272174,122.0,-44.0,0.0,0.0,,,,
1894-03-02,USC00272174,106.0,-33.0,0.0,0.0,,,,
1894-03-03,USC00272174,61.0,-11.0,0.0,0.0,,,,
1894-03-04,USC00272174,111.0,-78.0,0.0,0.0,,,,
1894-03-05,USC00272174,144.0,-56.0,0.0,0.0,,,,
1894-03-06,USC00272174,178.0,-17.0,0.0,0.0,,,,
1894-03-07,USC00272174,106.0,-6.0,0.0,0.0,,,,
1894-03-08,USC00272174,100.0,-50.0,0.0,0.0,,,,
1894-03-09,USC00272174,83.0,-28.0,0.0,0.0,,,,
1894-03-10,USC00272174,106.0,0.0,5.0,0.0,,,,
1894-03-11,USC00272174,106.0,0.0,8.0,0.0,,,,
1894-03-12,USC00272174,89.0,-22.0,0.0,0.0,,,,
1894-03-13,USC00272174,106.0,-67.0,0.0,0.0,,,,
1894-03-14,USC00272174,44.0,-17.0,69.0,8.0,,,,
1894-03-15,USC00272174,39.0,-61.0,0.0,0.0,,,,
1894-03-16,USC00272174,78.0,-17.0,5.0,8.0,,,,
1894-03-17,USC00272174,89.0,-11.0,0.0,0.0,,,,
1894-03-18,USC00272174,178.0,-6.0,0.0,0.0,,,,
1894-03-19,USC00272174,228.0,72.0,0.0,0.0,,,,
1894-03-20,USC00272174,106.0,-17.0,0.0,0.0,,,,
1894-03-21,USC00272174,44.0,-22.0,13.0,0.0,,,,
1894-03-22,USC00272174,83.0,11.0,0.0,0.0,,,,
1894-03-23,USC00272174,61.0,0.0,188.0,25.0,,,,
1894-03-24,USC00272174,72.0,-56.0,0.0,0.0,,,,
1894-03-25,USC00272174,78.0,-6.0,13.0,0.0,,,,
1894-03-26,USC00272174,0.0,-56.0,0.0,0.0,,,,
1894-03-27,USC00272174,-22.0,-100.0,0.0,5.0,,,,
1894-03-28,USC00272174,17.0,-122.0,0.0,0.0,,,,
1894-03-29,USC00272174,50.0,-28.0,8.0,8.0,,,,
1894-03-30,USC00272174,67.0,-33.0,0.0,0.0,,,,
1894-03-31,USC00272174,133.0,-33.0,0.0,0.0,,,,
1896-03-01,USC00272174,89.0,44.0,279.0,0.0,,,,
1896-03-02,USC00272174,33.0,-44.0,51.0,25.0,,,,
1896-03-03,USC00272174,-28.0,-67.0,0.0,0.0,,,,
1896-03-04,USC00272174,-61.0,-122.0,38.0,51.0,,,,
1896-03-05,USC00272174,-33.0,-139.0,0.0,0.0,,,,
1896-03-06,USC00272174,33.0,-78.0,0.0,0.0,,,,
1896-03-07,USC00272174,17.0,-17.0,170.0,13.0,,,,
1896-03-08,USC00272174,22.0,-39.0,0.0,0.0,,,,
1896-03-09,USC00272174,-6.0,-67.0,0.0,0.0,,,,
1896-03-10,USC00272174,11.0,-100.0,0.0,0.0,,,,
1896-03-11,USC00272174,-11.0,-89.0,38.0,51.0,,,,
1896-03-12,USC00272174,-44.0,-94.0,71.0,76.0,,,,
1896-03-13,USC00272174,-39.0,-206.0,0.0,0.0,,,,
1896-03-14,USC00272174,-28.0,-239.0,0.0,0.0,,,,
1896-03-15,USC00272174,-11.0,-200.0,0.0,0.0,,,,
1896-03-16,USC00272174,-6.0,-67.0,76.0,89.0,,,,
1896-03-17,USC00272174,22.0,-44.0,56.0,89.0,,,,
1896-03-18,USC00272174,67.0,-156.0,0.0,0.0,,,,
1896-03-19,USC00272174,56.0,-33.0,483.0,76.0,,,,
1896-03-20,USC00272174,67.0,-67.0,46.0,0.0,,,,
1896-03-21,USC00272174,39.0,-128.0,0.0,0.0,,,,
1896-03-22,USC00272174,78.0,-33.0,0.0,0.0,,,,
1896-03-23,USC00272174,-33.0,-122.0,3.0,5.0,,,,
1896-03-24,USC00272174,-33.0,-161.0,0.0,0.0,,,,
1896-03-25,USC00272174,50.0,-156.0,0.0,0.0,,,,
1896-03-26,USC00272174,111.0,0.0,64.0,0.0,,,,
1896-03-27,USC00272174,-22.0,-78.0,0.0,0.0,,,,
1896-03-28,USC00272174,39.0,-61.0,0.0,0.0,,,,
1896-03-29,USC00272174,11.0,-72.0,152.0,0.0,,,,
1896-03-30,USC00272174,72.0,-6.0,46.0,0.0,,,,
1896-03-31,USC00272174,133.0,-39.0,0.0,0.0,,,,
1896-04-01,USC00272174,94.0,-50.0,0.0,0.0,,,,
1896-04-02,USC00272174,44.0,0.0,137.0,38.0,,,,
1896-04-03,USC00272174,0.0,-72.0,0.0,0.0,,,,
1896-04-04,USC00272174,-22.0,-72.0,0.0,0.0,,,,
1896-04-05,USC00272174,33.0,-50.0,0.0,0.0,,,,
1896-04-06,USC00272174,83.0,-11.0,0.0,0.0,,,,
1896-04-07,USC00272174,39.0,-11.0,0.0,0.0,,,,
1896-04-08,USC00272174,67.0,-50.0,0.0,0.0,,,,
1896-04-09,USC00272174,111.0,-78.0,0.0,0.0,,,,
1896-04-10,USC00272174,139.0,-72.0,0.0,0.0,,,,
1896-04-11,USC00272174,133.0,-33.0,0.0,0.0,,,,
1896-04-12,USC00272174,172.0,-33.0,0.0,0.0,,,,
1896-04-13,USC00272174,278.0,56.0,0.0,0.0,,,,
1896-04-14,USC00272174,167.0,44.0,0.0,0.0,,,,
1896-04-15,USC00272174,256.0,22.0,0.0,0.0,,,,
1896-04-16,USC00272174,289.0,44.0,0.0,0.0,,,,
1896-04-17,USC00272174,283.0,89.0,160.0,0.0,,,,
1896-04-18,USC00272174,272.0,111.0,15.0,0.0,,,,
1896-04-19,USC00272174,239.0,89.0,15.0,0.0,,,,
1896-04-20,USC00272174,228.0,122.0,0.0,0.0,,,,
1896-04-21,USC00272174,172.0,56.0,0.0,0.0,,,,
1896-04-22,USC00272174,50.0,22.0,41.0,0.0,,,,
1896-04-23,USC00272174,167.0,-44.0,0.0,0.0,,,,
1896-04-24,USC00272174,167.0,-22.0,0.0,0.0,,,,
1896-04-25,USC00272174,144.0,-39.0,0.0,0.0,,,,
1896-04-26,USC00272174,178.0,39.0,0.0,0.0,,,,
1896-04-27,USC00272174,194.0,-6.0,0.0,0.0,,,,
1896-04-28,USC00272174,183.0,17.0,0.0,0.0,,,,
1896-04-29,USC00272174,183.0,78.0,0.0,0.0,,,,
1896-04-30,USC00272174,183.0,0.0,0.0,0.0,,,,
1896-05-01,USC00272174,200.0,-17.0,0.0,,,,,
1896-05-02,USC00272174,194.0,-6.0,0.0,,,,,
1896-05-03,USC00272174,183.0,78.0,0.0,,,,,
1896-05-04,USC00272174,256.0,106.0,0.0,,,,,
1896-05-05,USC00272174,244.0,94.0,43.0,,,,,
1896-05-06,USC00272174,111.0,72.0,0.0,,,,,
1896-05-07,USC00272174,172.0,39.0,0.0,,,,,
1896-05-08,USC00272174,239.0,6.0,0.0,,,,,
1896-05-09,USC00272174,328.0,106.0,0.0,,,,,
1896-05-10,USC00272174,333.0,111.0,0.0,,,,,
1896-05-11,USC00272174,261.0,150.0,0.0,,,,,
1896-05-12,USC00272174,222.0,94.0,0.0,,,,,
1896-05-13,USC00272174,222.0,11.0,0.0,,,,,
1896-05-14,USC00272174,256.0,17.0,0.0,,,,,
1896-05-15,USC00272174,228.0,128.0,0.0,,,,,
1896-05-16,USC00272174,261.0,61.0,0.0,,,,,
1896-05-17,USC00272174,244.0,61.0,0.0,,,,,
1896-05-18,USC00272174,267.0,89.0,0.0,,,,,
1896-05-19,USC00272174,194.0,89.0,30.0,,,,,
1896-05-20,USC00272174,200.0,-6.0,0.0,,,,,
1896-05-21,USC00272174,133.0,44.0,0.0,,,,,
1896-05-22,USC00272174,267.0,94.0,0.0,,,,,
1896-05-23,USC00272174,200.0,67.0,0.0,,,,,
1896-05-24,USC00272174,189.0,22.0,0.0,,,,,
1896-05-25,USC00272174,211.0,56.0,0.0,,,,,
1896-05-26,USC00272174,194.0,67.0,137.0,,,,,
1896-05-27,USC00272174,250.0,94.0,28.0,,,,,
1896-05-28,USC00272174,217.0,61.0,30.0,,,,,
1896-05-29,USC00272174,217.0,111.0,102.0,,,,,
1896-05-30,USC00272174,228.0,44.0,13.0,,,,,
1896-05-31,USC00272174,172.0,89.0,137.0,,,,,
1897-03-01,USC00272174,-50.0,-244.0,25.0,51.0,,,,
1897-03-02,USC00272174,72.0,-100.0,89.0,114.0,,,,
1897-03-03,USC00272174,56.0,-6.0,180.0,76.0,,,,
1897-03-04,USC00272174,11.0,-44.0,0.0,0.0,,,,
1897-03-05,USC00272174,11.0,-139.0,175.0,25.0,,,,
1897-03-06,USC00272174,72.0,-56.0,58.0,0.0,,,,
1897-03-07,USC00272174,-17.0,-156.0,0.0,0.0,,,,
1897-03-08,USC00272174,44.0,-167.0,0.0,0.0,,,,
1897-03-09,USC00272174,61.0,-11.0,0.0,0.0,,,,
1897-03-10,USC00272174,89.0,28.0,64.0,0.0,,,,
1897-03-11,USC00272174,89.0,-50.0,0.0,0.0,,,,
1897-03-12,USC00272174,78.0,-44.0,23.0,0.0,,,,
1897-03-13,USC00272174,0.0,-50.0,0.0,0.0,,,,
1897-03-14,USC00272174,-17.0,-94.0,84.0,76.0,,,,
1897-03-15,USC00272174,6.0,-72.0,0.0,0.0,,,,
1897-03-16,USC00272174,-61.0,-117.0,0.0,0.0,,,,
1897-03-17,USC00272174,22.0,-211.0,0.0,0.0,,,,
1897-03-18,USC00272174,67.0,-106.0,0.0,0.0,,,,
1897-03-19,USC00272174,133.0,11.0,0.0,0.0,,,,
1897-03-20,USC00272174,56.0,6.0,183.0,8.0,,,,
1897-03-21,USC00272174,89.0,6.0,0.0,0.0,,,,
1897-03-22,USC00272174,117.0,-28.0,0.0,0.0,,,,
1897-03-23,USC00272174,117.0,-11.0,0.0,0.0,,,,
1897-03-24,USC00272174,72.0,6.0,155.0,25.0,,,,
1897-03-25,USC00272174,44.0,0.0,0.0,0.0,,,,
1897-03-26,USC00272174,39.0,-11.0,0.0,0.0,,,,
1897-03-27,USC00272174,56.0,-44.0,0.0,0.0,,,,
1897-03-28,USC00272174,61.0,-22.0,0.0,0.0,,,,
1897-03-29,USC00272174,83.0,-67.0,0.0,0.0,,,,
1897-03-30,USC00272174,106.0,-50.0,0.0,0.0,,,,
1897-03-31,USC00272174,89.0,-56.0,0.0,0.0,,,,
1897-04-01,USC00272174,94.0,-72.0,0.0,0.0,,,,
1897-04-02,USC00272174,144.0,-56.0,0.0,0.0,,,,
1897-04-03,USC00272174,67.0,-39.0,0.0,0.0,,,,
1897-04-04,USC00272174,139.0,-78.0,0.0,0.0,,,,
1897-04-05,USC00272174,167.0,22.0,41.0,0.0,,,,
1897-04-06,USC00272174,156.0,56.0,0.0,0.0,,,,
1897-04-07,USC00272174,111.0,22.0,5.0,0.0,,,,
1897-04-08,USC00272174,100.0,28.0,23.0,0.0,,,,
1897-04-09,USC00272174,56.0,17.0,267.0,0.0,,,,
1897-04-10,USC00272174,89.0,17.0,10.0,0.0,,,,
1897-04-11,USC00272174,56.0,-11.0,0.0,0.0,,,,
1897-04-12,USC00272174,128.0,-61.0,0.0,0.0,,,,
1897-04-13,USC00272174,150.0,-61.0,0.0,0.0,,,,
1897-04-14,USC00272174,189.0,67.0,13.0,0.0,,,,
1897-04-15,USC00272174,117.0,56.0,160.0,0.0,,,,
1897-04-16,USC00272174,167.0,17.0,0.0,0.0,,,,
1897-04-17,USC00272174,106.0,28.0,79.0,0.0,,,,
1897-04-18,USC00272174,139.0,11.0,0.0,0.0,,,,
1897-04-19,USC00272174,178.0,0.0,10.0,0.0,,,,
1897-04-20,USC00272174,22.0,-89.0,0.0,0.0,,,,
1897-04-21,USC00272174,128.0,-83.0,0.0,0.0,,,,
1897-04-22,USC00272174,194.0,-44.0,0.0,0.0,,,,
1897-04-23,USC00272174,256.0,33.0,0.0,0.0,,,,
1897-04-24,USC00272174,256.0,56.0,0.0,0.0,,,,
1897-04-25,USC00272174,289.0,50.0,0.0,0.0,,,,
1897-04-26,USC00272174,200.0,89.0,48.0,0.0,,,,
1897-04-27,USC00272174,117.0,17.0,13.0,0.0,,,,
1897-04-28,USC00272174,111.0,6.0,28.0,0.0,,,,
1897-04-29,USC00272174,200.0,-28.0,0.0,0.0,,,,
1897-04-30,USC00272174,244.0,33.0,0.0,0.0,,,,
1897-05-01,USC00272174,172.0,72.0,0.0,,,,,
1897-05-02,USC00272174,89.0,56.0,20.0,,,,,
1897-05-03,USC00272174,167.0,78.0,33.0,,,,,
1897-05-04,USC00272174,178.0,83.0,30.0,,,,,
1897-05-05,USC00272174,228.0,22.0,0.0,,,,,
1897-05-06,USC00272174,206.0,72.0,0.0,,,,,
1897-05-07,USC00272174,172.0,39.0,0.0,,,,,
1897-05-08,USC00272174,150.0,-33.0,0.0,,,,,
1897-05-09,USC00272174,261.0,39.0,0.0,,,,,
1897-05-10,USC00272174,267.0,117.0,58.0,,,,,
1897-05-11,USC00272174,250.0,67.0,0.0,,,,,
1897-05-12,USC00272174,172.0,83.0,124.0,,,,,
1897-05-13,USC00272174,167.0,133.0,251.0,,,,,
1897-05-14,USC00272174,250.0,100.0,0.0,,,,,
1897-05-15,USC00272174,206.0,100.0,0.0,,,,,
1897-05-16,USC00272174,178.0,50.0,0.0,,,,,
1897-05-17,USC00272174,211.0,33.0,0.0,,,,,
1897-05-18,USC00272174,239.0,28.0,0.0,,,,,
1897-05-19,USC00272174,189.0,44.0,0.0,,,,,
1897-05-20,USC00272174,233.0,44.0,0.0,,,,,
1897-05-21,USC00272174,194.0,111.0,25.0,,,,,
1897-05-22,USC00272174,178.0,22.0,0.0,,,,,
1897-05-23,USC00272174,228.0,6.0,0.0,,,,,
1897-05-24,USC00272174,222.0,117.0,81.0,,,,,
1897-05-25,USC00272174,206.0,94.0,117.0,,,,,
1897-05-26,USC00272174,133.0,72.0,0.0,,,,,
1897-05-27,USC00272174,117.0,72.0,104.0,,,,,
1897-05-28,USC00272174,183.0,72.0,36.0,,,,,
1897-05-29,USC00272174,172.0,89.0,13.0,,,,,
1897-05-30,USC00272174,228.0,44.0,0.0,,,,,
1897-05-31,USC00272174,228.0,122.0,25.0,,,,,
1898-03-01,USC00272174,33.0,-133.0,0.0,0.0,,,,
1898-03-02,USC00272174,56.0,-144.0,0.0,0.0,,,,
1898-03-03,USC00272174,67.0,-28.0,25.0,25.0,,,,
1898-03-04,USC00272174,50.0,-117.0,0.0,0.0,,,,
1898-03-05,USC00272174,56.0,-39.0,5.0,5.0,,,,
1898-03-06,USC00272174,72.0,-117.0,0.0,0.0,,,,
1898-03-07,USC00272174,94.0,-111.0,0.0,0.0,,,,
1898-03-08,USC00272174,122.0,-50.0,0.0,0.0,,,,
1898-03-09,USC00272174,122.0,-72.0,0.0,0.0,,,,
1898-03-10,USC00272174,139.0,-61.0,0.0,0.0,,,,
1898-03-11,USC00272174,161.0,-17.0,0.0,0.0,,,,
1898-03-12,USC00272174,83.0,33.0,38.0,0.0,,,,
1898-03-13,USC00272174,128.0,28.0,20.0,0.0,,,,
1898-03-14,USC00272174,83.0,11.0,0.0,0.0,,,,
1898-03-15,USC00272174,61.0,-50.0,0.0,0.0,,,,
1898-03-16,USC00272174,28.0,-61.0,0.0,0.0,,,,
1898-03-17,USC00272174,128.0,17.0,0.0,0.0,,,,
1898-03-18,USC00272174,117.0,-33.0,0.0,0.0,,,,
1898-03-19,USC00272174,89.0,11.0,58.0,0.0,,,,
1898-03-20,USC00272174,111.0,28.0,8.0,0.0,,,,
1898-03-21,USC00272174,56.0,-6.0,0.0,0.0,,,,
1898-03-22,USC00272174,72.0,-56.0,8.0,0.0,,,,
1898-03-23,USC00272174,150.0,6.0,5.0,0.0,,,,
1898-03-24,USC00272174,94.0,-44.0,0.0,0.0,,,,
1898-03-25,USC00272174,128.0,-56.0,0.0,0.0,,,,
1898-03-26,USC00272174,133.0,-50.0,0.0,0.0,,,,
1898-03-27,USC00272174,156.0,0.0,0.0,0.0,,,,
1898-03-28,USC00272174,106.0,50.0,0.0,0.0,,,,
1898-03-29,USC00272174,67.0,39.0,41.0,0.0,,,,
1898-03-30,USC00272174,139.0,28.0,8.0,0.0,,,,
1898-03-31,USC00272174,44.0,0.0,30.0,20.0,,,,
1898-04-01,USC00272174,61.0,-44.0,0.0,0.0,,,,
1898-04-02,USC00272174,33.0,-83.0,0.0,0.0,,,,
1898-04-03,USC00272174,0.0,-78.0,0.0,0.0,,,,
1898-04-04,USC00272174,56.0,-111.0,0.0,0.0,,,,
1898-04-05,USC00272174,0.0,-44.0,41.0,64.0,,,,
1898-04-06,USC00272174,28.0,-111.0,0.0,0.0,,,,
1898-04-07,USC00272174,78.0,-61.0,0.0,0.0,,,,
1898-04-08,USC00272174,133.0,-33.0,0.0,0.0,,,,
1898-04-09,USC00272174,172.0,-67.0,0.0,0.0,,,,
1898-04-10,USC00272174,133.0,-28.0,30.0,0.0,,,,
1898-04-11,USC00272174,178.0,39.0,0.0,0.0,,,,
1898-04-12,USC00272174,200.0,-22.0,0.0,0.0,,,,
1898-04-13,USC00272174,189.0,0.0,0.0,0.0,,,,
1898-04-14,USC00272174,156.0,11.0,0.0,0.0,,,,
1898-04-15,USC00272174,83.0,44.0,81.0,0.0,,,,
1898-04-16,USC00272174,156.0,39.0,112.0,0.0,,,,
1898-04-17,USC00272174,211.0,-22.0,0.0,0.0,,,,
1898-04-18,USC00272174,144.0,44.0,0.0,0.0,,,,
1898-04-19,USC00272174,106.0,-44.0,25.0,0.0,,,,
1898-04-20,USC00272174,94.0,11.0,86.0,0.0,,,,
1898-04-21,USC00272174,111.0,-11.0,8.0,0.0,,,,
1898-04-22,USC00272174,144.0,-11.0,0.0,0.0,,,,
1898-04-23,USC00272174,150.0,56.0,25.0,0.0,,,,
1898-04-24,USC00272174,117.0,67.0,318.0,0.0,,,,
1898-04-25,USC00272174,78.0,44.0,89.0,0.0,,,,
1898-04-26,USC00272174,94.0,22.0,8.0,0.0,,,,
1898-04-27,USC00272174,122.0,-22.0,0.0,0.0,,,,
1898-04-28,USC00272174,100.0,6.0,25.0,0.0,,,,
1898-04-29,USC00272174,94.0,22.0,61.0,0.0,,,,
1898-04-30,USC00272174,178.0,39.0,0.0,0.0,,,,
1898-05-01,USC00272174,189.0,61.0,0.0,,,,,
1898-05-02,USC00272174,194.0,17.0,0.0,,,,,
1898-05-03,USC00272174,122.0,67.0,0.0,,,,,
1898-05-04,USC00272174,94.0,50.0,76.0,,,,,
1898-05-05,USC00272174,167.0,50.0,41.0,,,,,
1898-05-06,USC00272174,161.0,33.0,56.0,,,,,
1898-05-07,USC00272174,222.0,-6.0,0.0,,,,,
1898-05-08,USC00272174,122.0,61.0,0.0,,,,,
1898-05-09,USC00272174,183.0,0.0,0.0,,,,,
1898-05-10,USC00272174,228.0,-17.0,0.0,,,,,
1898-05-11,USC00272174,178.0,61.0,30.0,,,,,
1898-05-12,USC00272174,228.0,106.0,163.0,,,,,
1898-05-13,USC00272174,211.0,61.0,20.0,,,,,
1898-05-14,USC00272174,194.0,17.0,0.0,,,,,
1898-05-15,USC00272174,167.0,17.0,61.0,,,,,
1898-05-16,USC00272174,133.0,94.0,30.0,,,,,
1898-05-17,USC00272174,178.0,89.0,15.0,,,,,
1898-05-18,USC00272174,222.0,44.0,0.0,,,,,
1898-05-19,USC00272174,272.0,100.0,188.0,,,,,
1898-05-20,USC00272174,261.0,172.0,0.0,,,,,
1898-05-21,USC00272174,239.0,61.0,0.0,,,,,
1898-05-22,USC00272174,244.0,61.0,0.0,,,,,
1898-05-23,USC00272174,183.0,100.0,66.0,,,,,
1898-05-24,USC00272174,161.0,117.0,56.0,,,,,
1898-05-25,USC00272174,144.0,111.0,180.0,,,,,
1898-05-26,USC00272174,150.0,94.0,23.0,,,,,
1898-05-27,USC00272174,161.0,111.0,112.0,,,,,
1898-05-28,USC00272174,194.0,122.0,46.0,,,,,
1898-05-29,USC00272174,228.0,144.0,0.0,,,,,
1898-05-30,USC00272174,217.0,144.0,0.0,,,,,
1898-05-31,USC00272174,256.0,72.0,0.0,,,,,
1899-03-01,USC00272174,56.0,-28.0,0.0,0.0,,,,
1899-03-02,USC00272174,0.0,-83.0,64.0,89.0,,,,
1899-03-03,USC00272174,56.0,-33.0,25.0,25.0,,,,
1899-03-04,USC00272174,33.0,-17.0,76.0,76.0,,,,
1899-03-05,USC00272174,100.0,6.0,185.0,0.0,,,,
1899-03-06,USC00272174,83.0,-33.0,0.0,0.0,,,,
1899-03-07,USC00272174,6.0,-56.0,127.0,152.0,,,,
1899-03-08,USC00272174,22.0,-94.0,0.0,0.0,,,,
1899-03-09,USC00272174,-6.0,-172.0,0.0,0.0,,,,
1899-03-10,USC00272174,33.0,-122.0,0.0,0.0,,,,
1899-03-11,USC00272174,72.0,-44.0,0.0,13.0,,,,
1899-03-12,USC00272174,128.0,22.0,46.0,0.0,,,,
1899-03-13,USC00272174,78.0,0.0,0.0,0.0,,,,
1899-03-14,USC00272174,17.0,-39.0,0.0,0.0,,,,
1899-03-15,USC00272174,-11.0,-28.0,102.0,76.0,,,,
1899-03-16,USC00272174,44.0,-11.0,0.0,0.0,,,,
1899-03-17,USC00272174,-11.0,-122.0,0.0,0.0,,,,
1899-03-18,USC00272174,44.0,-133.0,89.0,89.0,,,,
1899-03-19,USC00272174,33.0,-11.0,343.0,13.0,,,,
1899-03-20,USC00272174,-11.0,-39.0,0.0,51.0,,,,
1899-03-21,USC00272174,28.0,-150.0,0.0,0.0,,,,
1899-03-22,USC00272174,0.0,-78.0,76.0,76.0,,,,
1899-03-23,USC00272174,6.0,-11.0,137.0,76.0,,,,
1899-03-24,USC00272174,39.0,-156.0,0.0,0.0,,,,
1899-03-25,USC00272174,17.0,-161.0,0.0,0.0,,,,
1899-03-26,USC00272174,28.0,-94.0,64.0,76.0,,,,
1899-03-27,USC00272174,83.0,-94.0,0.0,0.0,,,,
